iter	RMSE
0	0.1821559275
1	0.1812368943
2	0.1804977507
3	0.1794127754
4	0.1784154619
5	0.1775101928
6	0.1764685419
7	0.1754644022
8	0.174729974
9	0.1739219524
10	0.1731936651
11	0.172326619
12	0.1715915946
13	0.1705647166
14	0.1695732539
15	0.1686009336
16	0.1677176512
17	0.1667799583
18	0.1659149642
19	0.1650884307
20	0.1644584563
21	0.1637673775
22	0.1627852729
23	0.1619931833
24	0.1612691514
25	0.1604223073
26	0.1596599455
27	0.1589742767
28	0.1580556488
29	0.1572466028
30	0.1562930883
31	0.1555235478
32	0.1547178107
33	0.1540936512
34	0.1534550874
35	0.1528823081
36	0.1520965801
37	0.1514884369
38	0.1506942499
39	0.149950311
40	0.1492009038
41	0.1486397315
42	0.1480179023
43	0.1473051155
44	0.1466590896
45	0.1459413752
46	0.1451926413
47	0.1444671868
48	0.1439028063
49	0.1432012867
50	0.14271387
51	0.1419530209
52	0.141312737
53	0.1406817552
54	0.1400640881
55	0.1394296429
56	0.1386943458
57	0.1380497879
58	0.1375260278
59	0.1369633582
60	0.1365124811
61	0.135867856
62	0.1352797901
63	0.1347414866
64	0.1341314707
65	0.1336287507
66	0.1329582181
67	0.1324440121
68	0.1319498115
69	0.1313229002
70	0.1307639255
71	0.1303056752
72	0.1298633066
73	0.129461037
74	0.1288344173
75	0.1282572949
76	0.1278390831
77	0.1273248239
78	0.1267776178
79	0.1262982945
80	0.12587346
81	0.1253090516
82	0.1248225034
83	0.1242524152
84	0.1236524083
85	0.1231327145
86	0.1225239961
87	0.1219987547
88	0.121709707
89	0.1212266286
90	0.1204770634
91	0.1198991268
92	0.1195199179
93	0.1190939391
94	0.1185566507
95	0.1180495767
96	0.117578066
97	0.1171136591
98	0.1166602812
99	0.1161238197
100	0.1156736718
101	0.1153662454
102	0.1149361079
103	0.1144756124
104	0.1140531659
105	0.113614653
106	0.1131143403
107	0.1127209104
108	0.112298902
109	0.1117465373
110	0.1112426887
111	0.1109397337
112	0.1105005489
113	0.1100992738
114	0.109697443
115	0.1092408402
116	0.1088669111
117	0.1083497395
118	0.1079536094
119	0.1074876138
120	0.1071318257
121	0.1066939972
122	0.1063098239
123	0.1059160471
124	0.1055545296
125	0.1050549652
126	0.1047006611
127	0.1043229898
128	0.1039401896
129	0.1035409152
130	0.1030974542
131	0.1026538525
132	0.1022561029
133	0.1018642733
134	0.1014556953
135	0.101024861
136	0.10058794
137	0.1002494161
138	0.09989429952
139	0.09960407817
140	0.09922364932
141	0.09882064502
142	0.0984863031
143	0.09803137711
144	0.09767115133
145	0.09727785656
146	0.09684513857
147	0.09642332518
148	0.09609876784
149	0.09582664424
150	0.0955175758
151	0.09528260314
152	0.09494992088
153	0.09462180879
154	0.09420960151
155	0.09396917804
156	0.09362726053
157	0.09333984634
158	0.09295478154
159	0.09245983859
160	0.0920955432
161	0.09170638659
162	0.09129781762
163	0.09096292871
164	0.09061046284
165	0.09036072305
166	0.09004950219
167	0.0897475627
168	0.08943859218
169	0.08910444299
170	0.08880256553
171	0.08858747997
172	0.08829515578
173	0.08791950192
174	0.08761232836
175	0.08728112292
