DIPOCE,DI_NCO,PO_HV,PO_f,BA_Code,BA_Mn,PO_Phr,BA_Phr,FS_Phr,Cata_Phr,f(H2O),M_loss,Yield,R,CHS,A_Mix_t,AB_Mix_t,Q,Cata_Code,MCS,CS_rate,CS_TD,Closed_CC,CS(KPa)
110010000,31.5,1326.94395,4.838958165,1001,50.57930098,68.02721088,21.42857143,1.530612245,0.680272109,0.083333333,22.90249433,89.23527844,1.1,64.02877698,300,20,38.105,100000,400,0.002083333,0,91.8301,300
110010000,31.5,1365.168399,2.667359667,1001,52.65986509,66.22516556,20.86092715,1.490066225,0.662251656,0.083333333,22.29580574,89.53638954,1.1,65.15679443,300,20,56.83,100000,580,0.002083333,1,92.1386,260
110010000,31.5,1362.050297,2.844504543,1001,53.20807485,66.22516556,20.86092715,1.490066225,0.662251656,0.083333333,22.29580574,89.50376721,1.1,65.03496503,300,15,36.085,100000,587,0.002083333,1,91.814,260
110010000,31.5,1358.9202,3.022330901,1001,51.90707485,66.66666667,21,1.5,0.666666667,0.083333333,22.44444444,89.47094084,1.1,64.9122807,300,20,49.955,100000,481,0.002083333,1,92.0276,290
110010000,31.5,1326.94395,4.838958165,1001,50.3686304,68.02721088,21.42857143,1.530612245,0.680272109,0.083333333,22.90249433,89.23527844,1.1,64.02877698,300,20,27.36,100000,445,0.002083333,1,91.7282,190
110100000,31.5,413.5,6.62,1001,96.56542056,66.03773585,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,60.2,850.2,20,336,100000,270,0.001666667,0,90.4419,280
110100000,31.5,405.8571429,5.966984127,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,850.2,20,336,100000,207,0.001666667,0,90.6758,288
110110000,31.5,402.9552716,5.547603834,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,850.2,20,336,100000,331,0.001666667,0,90.5839,482.8
110110000,31.5,405.8571429,5.966984127,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,838.8,20,336,100000,244,0.001666667,0,90.6138,270.9
110110000,31.5,405.8571429,7.734603175,1001,94.92222222,61.81818182,17.09090909,0.909090909,1.272727273,0.022,18.14141414,90.02222222,1.3,61.8,636.2,20,336,100000,191,0.001666667,0,91.0872,210.7
110101000,31.5,380.2040816,9.144217687,1001,96.56542056,71.15384615,20,0.961538462,1.346153846,0.022,21.11111111,89.02222222,1.3,58.4,679.2,20,336,100000,210,0.001666667,0,90.8912,247.8
110110000,31.5,409.7086614,6.296062992,1001,96.56542056,66.03773585,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,60.2,850.2,20,336,100000,211,0.001666667,0,90.5939,295
110110000,31.5,403.1990721,5.745275616,1001,96.56542056,67.85660377,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,850.2,20,336,100000,267,0.001666667,0,90.6138,475.2
110110000,31.5,397.9677419,5.292903226,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,838.8,20,336,100000,242,0.001666667,0,90.5839,494
110110000,31.5,408.28594,6.089731438,1001,96.56542056,66.03773585,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,838.8,20,336,100000,247,0.001666667,0,90.5319,288.1
110110000,31.5,399.2774276,5.179911572,1001,96.56542056,69.16153846,20,0.961538462,1.346153846,0.022,21.11111111,89.02222222,1.3,60.2,829.8,20,336,100000,258,0.001666667,0,90.455,283.5
110110000,31.5,391.9281046,4.426143791,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,867.6,20,336,100000,357,0.001666667,0,90.677,212.8
110101000,31.5,397.5570033,7.828664495,1001,96.56542056,70.58823529,20.39215686,0.980392157,1.37254902,0.022,21.52505447,89.02222222,1.3,59.55,833.4,20,336,100000,393,0.001666667,0,90.4459,292.8
110101000,31.5,340.4477612,12.15820896,1001,96.56542056,74,20.8,1,1.4,0.022,21.95555556,89.02222222,1.3,59.55,829.9,20,336,100000,396,0.001666667,0,90.0416,212.4
110101000,31.5,340.4477612,12.15820896,1000,18,76,22.01509434,0.943396226,1.320754717,0.022,23.95555556,88.02222222,1.3,56.8,328.45,20,336,100000,419,0.001666667,0,90.9257,156
110000000,31.4,490,4.3,1000,18,68.99406651,1.37988133,2.069821995,1.207396164,0.111111111,3.339312819,98.07699948,1.2,59.17367519,15,15,336,100000,113.68502,0.00164042,1,92.819,723
110010000,31.4,447.260274,5.385818484,1000,18,76.10350076,1.522070015,2.283105023,1.331811263,0.111111111,3.683409437,97.96766744,1.26,56.78478825,15,15,336,100000,203.50907,0.00164042,1,87.81,357
110010000,31.4,393.0051813,5.481510339,1000,18,84.83922966,1.696784593,2.54517689,1.484686519,0.111111111,4.106218716,97.84524976,1.28,54.10106945,15,15,336,100000,238.00728,0.00164042,1,85.8525,285
110010000,31.4,360,5.907764266,1000,18,90.0090009,1.800180018,2.700270027,1.575157516,0.111111111,4.356435644,97.77828781,1.3,52.62908574,15,15,336,100000,254.78728,0.00164042,1,85.8754,226
110000000,32.5,380,4.533744904,1000,18,34.92717684,1.746358842,1.746358842,1.32723272,0.277777778,4.268877169,96.94528449,1.1,74.11405348,30,7,71.565,101000,215.7,0.006666667,0,93.2,256
110100000,32.5,370.3490799,4.128227878,1000,18,35.97122302,1.798561151,1.798561151,1.366906475,0.277777778,4.396482814,96.88049458,1.1,73.54497354,30,7,77.12,101000,332.248,0.006666667,0,58.578,232
110100000,32.5,359.816772,4.216983863,1000,18,37.08098487,1.854049244,1.854049244,1.409077425,0.277777778,4.532120373,96.81281365,1.1,72.94957801,30,7,90.005,101000,348.719,0.006666667,0,41.445,170
110100000,32.5,348.2765573,4.202725762,1000,18,38.25993802,1.912996901,1.912996901,1.453877645,0.277777778,4.676214647,96.7422176,1.1,72.32753134,30,7,100.11,101000,339.83,0.006666667,0,51.7,163
110100000,32.5,335.5764855,4.169809233,1000,18,39.51788184,1.975894092,1.975894092,1.50167951,0.277777778,4.829963336,96.6683325,1.1,71.67540008,30,7,113.05,101000,344.378,0.006666667,0,37.229,167
110100000,32.5,321.5324459,4.153061764,1000,18,40.85968783,2.042984392,2.042984392,1.552668138,0.277777778,4.993961846,96.59111334,1.1,70.99263213,30,7,121.805,101000,351,0.006666667,0,18.1,159
110000000,32.5,450,4.149902884,1000,18,30.23431595,1.511715797,1.511715797,1.148904006,0.277777778,3.695305283,97.25065297,1.1,76.78467789,30,7,74.455,101000,318.5,0.006666667,0,95.2,320
110100000,32.5,438.1505502,3.793049798,1000,18,31.44654088,1.572327044,1.572327044,1.194968553,0.277777778,3.843466108,97.16947146,1.1,76.07655502,30,7,77.155,101000,334.521,0.006666667,0,61.721,234
110100000,32.5,424.9584364,3.899083724,1000,18,32.76110601,1.638055301,1.638055301,1.244922029,0.277777778,4.00413518,97.0832803,1.1,75.32326523,30,7,73.865,101000,321.029,0.006666667,0,59.771,196
110100000,32.5,410.1817467,4.100086706,1000,18,34.19037199,1.7095186,1.7095186,1.299234136,0.277777778,4.178823243,96.99167514,1.1,74.5209947,30,7,69.48,101000,299.53976,0.006666667,0,58.5,160
110100000,32.5,393.5167411,4.165010973,1000,18,35.75003575,1.787501788,1.787501788,1.358501359,0.277777778,4.369448814,96.89412934,1.1,73.66480565,30,7,76.155,101000,335.682,0.006666667,0,37.881,122
110100000,32.5,374.5767511,4.22421268,1000,18,37.45879533,1.872939766,1.872939766,1.423434222,0.277777778,4.578297206,96.79004564,1.1,72.74907347,30,7,90.345,101000,372,0.006666667,0,9,109
110000100,31,444.1441441,4.302566879,1000,18,54.64480874,0.273224044,2.18579235,2.18579235,0.027777778,0.667880996,99.57926946,0.8,64.66431095,20,10,47,100100,213.482,0.00164042,0,91.088,388
110000100,31,444.1441441,4.279287022,1000,18,51.28205128,0.512820513,2.051282051,2.051282051,0.055555556,1.253561254,99.19325266,0.8,66.10169492,20,10,47,100100,202.589,0.00164042,0,90.5578,360
110000100,31,444.1441441,4.281856271,1000,18,48.30917874,0.724637681,1.93236715,1.93236715,0.083333333,1.771336554,98.83782356,0.8,67.4267101,20,10,47,100100,204.803,0.00164042,0,89.8088,284
110000100,31,444.1441441,4.399367468,1000,18,45.66210046,0.913242009,1.826484018,1.826484018,0.111111111,2.232369356,98.50948509,0.8,68.65203762,20,10,47,100100,196.062,0.00164042,0,90.08,258
110000100,31,444.1441441,4.459979942,1000,18,43.29004329,1.082251082,1.731601732,1.731601732,0.138888889,2.645502646,98.20525371,0.8,69.78851964,20,10,47,100100,191.36776,0.00164042,0,89.5692,147
110000100,31,442.081448,4.392367468,1000,18,45.87155963,0.917431193,1.834862385,1.834862385,0.111111111,2.242609582,98.50492695,0.8,68.55345912,20,10,47,100100,194.868,0.00164042,0,90.087,237
110000100,31,444.1441441,4.399367468,1000,18,45.66210046,0.913242009,1.826484018,1.826484018,0.111111111,2.232369356,98.50948509,0.8,68.65203762,20,10,47,100100,196.062,0.00164042,0,90.08,258
110000100,31,446.1883408,4.384429407,1000,18,45.45454545,0.909090909,1.818181818,1.818181818,0.111111111,2.222222222,98.51401554,0.8,68.75,20,10,47,100100,194.467,0.00164042,0,90.0652,277
110000100,31,448.2142857,4.384429407,1000,18,45.45454545,0.909090909,1.818181818,1.818181818,0.111111111,2.222222222,98.51401554,0.8,68.75,20,10,47,100100,195.294,0.00164042,0,90.0652,286
110000000,31,430.9836066,3.681967213,1000,18,57.7700751,2.021952629,0.866551127,0.866551127,0.194444444,4.94255087,96.94007312,1.1,63.38337605,98.1,6.99,20.055,100000,228.44522,0.001666667,0,94.3,251
110010000,31,354.0909091,3.870909091,1000,18,71.8907261,2.228612509,1.078360891,1.078360891,0.172222222,5.447719466,96.90955229,1.1,58.17649519,94.35,8.09,32.615,100000,187.10222,0.001666667,0,94,321
110010000,31,381.3326886,3.147311412,1000,18,60.16847172,2.466907341,0.902527076,0.902527076,0.227777778,6.030217944,96.33288612,1.1,62.43425995,182.6,7.41,84.19,100000,191.95672,0.001666667,0,87.2,174
110010000,31,423.2311558,2.60798995,1000,18,59.52380952,1.964285714,0.892857143,0.892857143,0.183333333,4.801587302,97.05918095,1.1,62.68656716,175.45,7.18,78.835,100000,191.50144,0.001666667,0,93,164
110000000,31,430.9836066,3.681967213,1000,18,57.7700751,2.021952629,0.866551127,0.866551127,0.194444444,4.94255087,96.94007312,1.1,63.38337605,97.9,7.15,20.055,100000,244.51522,0.001666667,1,94.3,193
110010000,31,354.0909091,3.870909091,1000,18,71.8907261,2.228612509,1.078360891,1.078360891,0.172222222,5.447719466,96.90955229,1.1,58.17649519,94.35,7.87,28.13,100000,208.19764,0.001666667,1,94,142
110010000,31,381.3326886,3.147311412,1000,18,60.16847172,2.466907341,0.902527076,0.902527076,0.227777778,6.030217944,96.33288612,1.1,62.43425995,182.4,7.31,72.86,100000,194.98338,0.001666667,1,87.2,103
110010000,31,423.2311558,2.60798995,1000,18,59.52380952,1.964285714,0.892857143,0.892857143,0.183333333,4.801587302,97.05918095,1.1,62.68656716,175.1,7.43,69.225,100000,203.20174,0.001666667,1,93,151
110000010,31,450,3,1000,18,56.49717514,0.225988701,1.186440678,0.225988701,0.022222222,0.552416824,99.65800008,1.05,63.89891697,120,30,48,100000,150,0.001907672,1,96.3,2890
110000010,31,450,3,1000,18,55.55555556,0.333333333,1.166666667,0.222222222,0.033333333,0.814814815,99.49267843,1.05,64.28571429,120,30,48,100000,155,0.001907672,1,96.1,1920
110000010,31,450,3,1000,18,54.64480874,0.43715847,1.147540984,0.218579235,0.044444444,1.068609593,99.33097655,1.05,64.66431095,120,30,48,100000,180,0.001898395,1,95.1,1270
110000010,31,450,3,1000,18,53.47593583,0.534759358,1.122994652,0.213903743,0.055555556,1.307189542,99.1755668,1.05,65.15679443,120,30,48,100000,206,0.001897739,1,94,1040
110000010,31,450,3,1000,18,52.63157895,0.631578947,1.105263158,0.210526316,0.066666667,1.543859649,99.02124347,1.05,65.51724138,120,30,48,100000,253,0.001901906,1,93.1,890
110000010,31,450,3,1000,18,51.8134715,0.725388601,1.088082902,0.207253886,0.077777778,1.773172136,98.87018084,1.05,65.87030717,120,30,48,100000,254,0.00190125,1,92.8,810
110000010,31,450,3,1000,18,56.49717514,0.225988701,1.186440678,0.225988701,0.022222222,0.552416824,99.65800008,1.05,63.89891697,120,30,48,100000,117,0.001899445,0,96.3,2680
110000010,31,450,3,1000,18,55.55555556,0.333333333,1.166666667,0.222222222,0.033333333,0.814814815,99.49267843,1.05,64.28571429,120,30,48,100000,120,0.001899445,0,96.1,1670
110000010,31,450,3,1000,18,54.64480874,0.43715847,1.147540984,0.218579235,0.044444444,1.068609593,99.33097655,1.05,64.66431095,120,30,48,100000,137,0.001890168,0,95.1,1330
110000010,31,450,3,1000,18,53.47593583,0.534759358,1.122994652,0.213903743,0.055555556,1.307189542,99.1755668,1.05,65.15679443,120,30,48,100000,151,0.001889512,0,94,1090
110000010,31,450,3,1000,18,52.63157895,0.631578947,1.105263158,0.210526316,0.066666667,1.543859649,99.02124347,1.05,65.51724138,120,30,48,100000,180,0.00188925,0,93.1,740
110000010,31,450,3,1000,18,51.8134715,0.725388601,1.088082902,0.207253886,0.077777778,1.773172136,98.87018084,1.05,65.87030717,120,30,48,100000,179,0.001888594,0,92.8,700
