DIPOCE,DI_NCO,PO_HV,PO_f,BA_Code,BA_Mn,PO_Phr,BA_Phr,FS_Phr,Cata_Phr,f(H2O),M_loss,Yield,R,CHS,AB_Mix_t,Q,Cata_Code,MCS,TC_Method,TC_T,Closed_CC,S_TC
110000000,31.25,400,2,1,148.1,94,9.1,1.7,0.8,0,9.075941552,95.59,1.1,51.5,30,0,100000,252,1,298.15,92.68,0.289361702
110000000,31.25,500,2,1,148.1,75,8.2,1.5,0.76,0,8.184855234,95.59,1.1,57.1,30,0,100000,201,1,298.15,93.58,0.280434783
110000000,31.25,600,2,1,148.1,62,7.5,1.4,0.7,0,7.548784663,95.59,1.1,62,30,0,100000,162,1,298.15,93.51,0.278494624
110000000,31.25,440.9090909,2.165,1,148.1,105,9.5,1.7,0.87,0,9.534127844,95.6,0.9,48.9,30,0,100000,143,1,298.15,92.5,0.260185185
110000000,31.25,440.9090909,2.025,1,148.1,85,8.6,1.6,0.79,0,8.647798742,95.6,1.1,53.9,30,0,100000,144,1,298.15,92.71,0.268316832
110000000,31.25,441.1671924,2.9032568,1,148.1,72,8,1.5,0.73,0,8.035062089,95.6,1.3,58,30,0,100000,146,1,298.15,91.36,0.272631579
110000000,31,420,4.5,1001,40.71025641,90.09459459,7.135135135,1.8,1.3,0.11,9.764764765,95.75694309,1.1,59,8,0,100000,122,1,283.15,94.2,0.62455243
110000000,31,420,4.5,1000,18,90.09459459,3.667567568,1.8,1.3,0.11,8.808808809,96.56317126,1.1,63.9,8,0,100000,117.3,1,283.15,93.5,0.757225434
100000100,31.25,605.1,3.194542884,1000,18,68.96551724,1.475292274,1.296232619,1.600375429,0.127442222,3.595525533,97.22386833,1,59.18367347,10,0,100100,232.712,3,295.48,78.5457,0.45112782
100000100,31.25,992.4,3.250950206,1000.02,18.6772136,42.01680672,2.591932101,1.293427412,1.474587537,0.145801111,3.361618389,97.19779096,1,70.41420118,10,0,100100,221.081,3,294.87,80.675,0.51641791
100000100,31.25,692.5,3.304516279,1000,18,60.24096386,1.359872792,1.30905154,1.410352223,0.136472222,3.601847719,97.37369177,1,62.40601504,10,0,100100,223.154,3,295.54,80.4917,0.647435897
100000100,31.25,660.2,3.272953446,1000,18,63.29113924,1.386719543,1.301815407,1.507737195,0.130156667,3.621588656,97.42894612,1,61.24031008,10,0,100100,221.395,3,295.54,79.6476,0.582317073
100000100,31.25,660.2,3.278055057,1000,18,63.29113924,1.388800287,1.339818468,1.583451787,0.130188889,3.599987158,97.21949603,1,61.24031008,10,0,100100,219.036,3,295.35,80.0787,0.458438287
100000100,31.25,750.6,3.347153682,1000,18,55.55555556,1.636440545,1.260832146,1.468943297,0.135415556,3.480647472,97.3444795,1,64.28571429,10,0,100100,223.732,3,295.31,80.5908,0.518731988
100000100,31.25,750.6,3.271175393,1000,18,55.55555556,1.6343598,1.272413864,1.4117156,0.136094444,3.495920768,97.33289677,1,64.28571429,10,0,100100,230.332,3,295.45,79.2484,0.600660066
100000100,31.25,750.6,3.362255293,1000,18,55.55555556,1.636440545,1.285569536,1.472483856,0.134842222,3.475509473,97.14081268,1,64.28571429,10,0,100100,223.725,3,295.27,80.5132,0.472677596
100000100,31.25,555,3.207293193,1000,18,75.18796992,1.490999457,1.30436252,1.576381431,0.124701111,3.625123696,97.51742374,1,57.08154506,10,0,100100,227.445,3,295.78,76.71,0.511764706
100000100,31.25,555,3.199394804,1000,18,75.18796992,1.48979827,1.354768519,1.598177959,0.124596667,3.615956815,97.28264381,1,57.08154506,10,0,100100,227.858,3,295.83,76.736,0.462395543
100000100,31.25,1208.4,3.401440291,1000.07,20.26884197,34.60207612,3.425890214,1.295259614,1.480389924,0.156003333,3.752220091,96.96668965,1,74.29305913,10,0,100100,213.639,3,295.05,81.0766,0.453038674
100000100,31.25,1208.4,3.413440291,1000.07,20.26884197,34.60207612,3.425984711,1.292833609,1.515848616,0.154964444,3.751230437,96.9744234,1,74.29305913,10,0,100100,213.914,3,295,80.9553,0.374689826
100000100,31.25,484.2,3.198266623,1000,18,86.20689655,1.195269983,1.338617683,1.649201601,0.098981111,2.86220712,98.02021504,1,53.7037037,10,0,100100,202.932,3,295.72,76.972,0.476923077
110000000,31.5,360,5.6,1000,18,57,2.6,1.14,1.057,0.25,6.250710308,96.13193614,1.1,63.8,7,0,101000,539,1,293.15,45,1.299393939
110010000,31.5,355.8595553,5.40157523,1000,18,57,2.56,1.14,1.057,0.25,6.26566416,96.12621496,1.1,63.7,7,0,101000,511,1,293.15,28,1.211694915
110010000,31.5,351.6681372,5.200707635,1000,18,57.4,2.57,1.142,1.057,0.25,6.280331145,96.12061365,1.1,63.7,7,0,101000,481,1,293.15,20,1.162741935
110010000,31.5,347.2333851,4.988178612,1000,18,57.3,2.58,1.145,1.057,0.25,6.295427231,96.1148589,1.1,63.6,7,0,101000,446,1,293.15,18,1.098693009
110010000,31.5,342.7221059,4.771982138,1000,18,57.4,2.9,1.15,1.057,0.25,6.310234052,96.10922467,1.1,63.5,7,0,101000,408,1,293.15,15,1.060997067
110010000,31.5,338.141159,4.552446941,1000,18,58,2.9,1.15,1.057,0.25,6.325110689,96.10357409,1.1,63.5,7,0,101000,392,1,293.15,13,1.061461318
110000000,31.5,360,5.6,1000,18,57,2.6,1.14,1.057,0.25,6.250710308,96.13193614,1.1,63.8,7,0,101000,539,1,323.15,45,1.515075758
110010000,31.5,355.8595553,5.40157523,1000,18,57,2.56,1.14,1.057,0.25,6.26566416,96.12621496,1.1,63.7,7,0,101000,511,1,323.15,28,1.372
110010000,31.5,351.6681372,5.200707635,1000,18,57.4,2.57,1.142,1.057,0.25,6.280331145,96.12061365,1.1,63.7,7,0,101000,481,1,323.15,20,1.306645161
110010000,31.5,347.2333851,4.988178612,1000,18,57.3,2.58,1.145,1.057,0.25,6.295427231,96.1148589,1.1,63.6,7,0,101000,446,1,323.15,18,1.233890578
110010000,31.5,342.7221059,4.771982138,1000,18,57.4,2.9,1.15,1.057,0.25,6.310234052,96.10922467,1.1,63.5,7,0,101000,408,1,323.15,15,1.201231672
110010000,31.5,338.141159,4.552446941,1000,18,58,2.9,1.15,1.057,0.25,6.325110689,96.10357409,1.1,63.5,7,0,101000,392,1,323.15,13,1.176389685
110000000,31.5,360,5.6,1000,18,57,2.6,1.14,1.057,0.25,6.250710308,96.13193614,1.1,63.8,7,0,101000,539,1,343.15,45,1.645757576
110010000,31.5,355.8595553,5.40157523,1000,18,57,2.56,1.14,1.057,0.25,6.26566416,96.12621496,1.1,63.7,7,0,101000,511,1,343.15,28,1.492237288
110010000,31.5,351.6681372,5.200707635,1000,18,57.4,2.57,1.142,1.057,0.25,6.280331145,96.12061365,1.1,63.7,7,0,101000,481,1,343.15,20,1.424580645
110010000,31.5,347.2333851,4.988178612,1000,18,57.3,2.58,1.145,1.057,0.25,6.295427231,96.1148589,1.1,63.6,7,0,101000,446,1,343.15,18,1.372887538
110010000,31.5,342.7221059,4.771982138,1000,18,57.4,2.9,1.15,1.057,0.25,6.310234052,96.10922467,1.1,63.5,7,0,101000,408,1,343.15,15,1.325278592
110010000,31.5,338.141159,4.552446941,1000,18,58,2.9,1.15,1.057,0.25,6.325110689,96.10357409,1.1,63.5,7,0,101000,392,1,343.15,13,1.318366762
110000000,31,420,4.8,1000,18,59,2,0.9,0.29,0.189,4.900419287,96.97777778,1.52,63,5,-48,100000,216.012,3,283.15,92.1,0.597619048
110010000,31,374.3555556,4.467777778,1000,18,74,2.5,1.1,0.37,0.189,6.111111111,96.5571205,1.74,58,5,-48,100000,226.175,3,283.15,86.8,0.645
110010000,31,374.8111051,4.539466522,1000,18,71.2,2.4,1,0.36,0.187,5.875059609,96.64980693,1.7,58.3,5,-48,100000,201.543,3,283.15,89.5,0.632241814
110010000,31,373.3060719,4.58983891,1000,18,70,2.3,1,0.35,0.184,5.647568236,96.74100251,1.67,59,5,-48,100000,198.983,3,283.15,87.1,0.650124069
110010000,31,372.7773343,4.641034336,1000,18,68.1,2.2,1.02,0.34,0.182,5.435781544,96.82815975,2.1,59.6,5,-48,100000,181.475,3,283.15,88.4,0.633495146
110010000,31,372.5751073,4.688412017,1000,18,66,2.1,1,0.33,0.18,5.24039871,96.90697121,1.6,60,5,-48,100000,205.352,3,283.15,89.2,0.592074592
100100000,31.7275,548,16,1000,18,57,1.1,1.7,0.51,0.11,4.19047619,76.9681742,1.3,63.6,13.3,0,100000,129,1,293.15,83.9644,0.426984127
100100000,31.849,548,16,1000,18,56,1.7,2.2,0.5,0.17,4.074074074,77.32426304,1.3,64.3,12.83,0,100000,342,1,293.15,84.2401,0.617307692
100100000,31.869,482,8,1000,18,74.1,1.5,4.3,0.67,0.11,5.432098765,73.65900383,1.1,57.45,13.43,0,100000,148,1,293.15,83.315,0.508695652
100100000,31.992,482,8,1000,18,65,2,3.1,0.58,0.17,4.731182796,75.42448615,1.2,60.8,13.16,0,100000,109,1,293.15,86.3695,0.550877193
100100000,32.0005,510,8,1000,18,65,1.3,3.1,0.58,0.11,4.731182796,75.42448615,1,60.8,14.06,0,100000,265,1,293.15,84.424,0.496274218
100100000,31.715,654,12,1000,18,56,1.1,1.67,0.094,0.11,4.074074074,77.32426304,1.1,64.3,13.58,0,100000,149,1,293.15,84.4347,0.336111111
100100000,31.79,654,12,1000,18,53,1.6,2.1,0.09,0.17,3.859649123,78.00439912,1.2,65.52,12.78,0,100000,237,1,293.15,84.2654,0.577192982
100100000,31.688,560,16,1000,18,56.2,1.12,1.69,0.096,0.11,4.119850187,77.18315702,1.3,64.1,13.37,0,100000,169,1,293.15,83.373,0.32859175
100100000,31.944,560,16,1000,18,56,1.67,2.2,0.094,0.17,4.074074074,77.32426304,1.3,64.3,13.2,0,100000,261,1,293.15,84.7828,0.4390681
100100000,31.729,409,8,1000,18,91,1.82,2.73,0.15,0.11,6.666666667,71.0602473,1.1,52.4,12.41,0,100000,209,1,293.15,81.6665,0.530523256
100100000,31.6855,409,8,1000,18,83,2.5,3.25,0.14,0.17,6.111111111,72.1589471,1.1,54.5,13.4,0,100000,321,1,293.15,82.24,0.624561404
100100000,31.5745,493,8,1000,18,67,1.3,2,0.11,0.11,4.888888889,75.00568053,1.2,60,13.38,0,100000,305,1,293.15,82.5113,0.364383562
100100000,31.786,493,8,1000,18,54.1,1.6,2.11,0.092,0.17,3.963963964,77.66950873,1.5,65,12.62,0,100000,230,1,293.15,83.933,0.616071429
110000000,31.4,490,4.3,1000,18,79.8977309,1.597954618,0.399488655,0.798977309,0.11,3.906111289,97.85254815,1.1,55.58713804,12,137.13557,101000,210,1,298.15,90.12,1.319148936
110010000,31.4,533.583815,4.750867052,1000,18,80.19246191,1.603849238,0.40096231,0.801924619,0.11,3.92052036,97.84820031,1.1,55.49621718,12,141.00038,101000,250,1,298.15,86.72,1.466666667
110010000,31.4,572.5547445,5.154014599,1000,18,80.55421299,1.61108426,0.402771065,0.80554213,0.11,3.938205968,97.84288348,1.1,55.38502722,12,137.96519,101000,265,1,298.15,83.92,1.714285714
110010000,31.4,607.6083189,5.516637782,1000,18,80.88651622,1.617730324,0.404432581,0.808865162,0.11,3.954451904,97.83801845,1.1,55.28328042,12,144.20519,101000,275,1,298.15,75.71,1.871921182
110010000,31.4,668.1102362,6.142519685,1000,18,81.55941603,1.631188321,0.40779708,0.81559416,0.11,3.987349228,97.82822225,1.1,55.07838821,12,141.84038,101000,290,1,298.15,50.04,2.192513369
110000000,31.4,490,4.3,1000,18,68.99406651,1.37988133,2.069821995,1.207396164,0.11,3.373043252,98.05757524,1.2,59.17367519,10,336,100000,48,1,298.15,92.98,0.468546638
100010000,31.4,211,2,1000,18,83.85111396,1.677022279,0.41925557,1.467394494,0.11,4.099387794,97.81266576,1.1,54.39183796,10,336,100000,20,1,298.15,57.08,0.840980736
100010000,31.4,495,6,1000,18,84.43449994,1.688689999,0.4221725,1.477603749,0.11,4.127908886,97.80457198,1.3,54.21979078,10,336,100000,103,1,298.15,79.97,0.369197861
110010000,31.5,1365.168399,2.667359667,1001,90.12551265,66.22516556,20.86092715,1.490066225,0.662251656,0.083333333,22.29580574,89.53638954,1.1,65.15679443,20,31.76709,100000,594,1,298.15,84.8193,0.809859155
110010000,31.5,1362.050297,2.844504543,1001,90.09155446,66.22516556,20.86092715,1.490066225,0.662251656,0.083333333,22.29580574,89.50376721,1.1,65.03496503,15,102.57114,100000,377,1,298.15,88.5745,0.507865169
110010000,31.5,1358.9202,3.022330901,1001,89.80538495,66.66666667,21,1.5,0.666666667,0.083333333,22.44444444,89.47094084,1.1,64.9122807,20,86.10633,100000,422,1,298.15,89.4542,0.519187359
110010000,31.5,1326.94395,4.838958165,1001,88.08026397,68.02721088,21.42857143,1.530612245,0.680272109,0.083333333,22.90249433,89.23527844,1.1,64.02877698,20,85.43595,100000,400,1,298.15,88.983,0.534090909
100100001,31.389,221.4,3.514245064,1001,48.28266667,100,22,2,4,0.11,24.84,89.10526316,1,50,15,96,11000,115,2,296.565,82.7774,0.648769575
100100001,31.367,235.8,3.482881212,1001,48.28266667,100,22,2,4,0.11,24.84,89.10526316,1,50,15,96,11000,418,2,297.2,85.4049,0.491803279
100100001,31.381,253.7,3.490393156,1001,48.28266667,100,22,2,4,0.11,24.84,89.10526316,1,50,15,96,11000,876,2,296.9,85.6626,0.465116279
100100001,31.372,221.4,3.656555483,1001,49.08244898,100,24,2,4,0.11,26.84,88.33043478,1,50,15,96,11000,115,2,296.565,82.7674,0.648769575
100100001,31.263,235.8,3.807270658,1001,49.60153846,100,26,2,4,0.11,28.84,87.56896552,1,50,15,96,11000,418,2,297.1,81.6727,0.8
100100001,31.201,253.7,3.783275112,1001,50.20714286,100,28,2,4,0.11,30.84,86.82051282,1,50,15,96,11000,876,2,296.4,81.0068,0.883116883
110000000,31.4,490,4.3,1000,18,68.99406651,1.37988133,2.069821995,1.207396164,0.111111111,3.339312819,98.07699948,1.2,59.17367519,15,336,100000,64.06,1,298.15,92.481,0.468546638
110010000,31.4,447.260274,4.602940426,1000,18,76.10350076,1.522070015,2.283105023,1.331811263,0.111111111,3.683409437,97.96766744,1.26,56.78478825,15,336,100000,146.315,1,298.15,89.6383,0.520094563
110010000,31.4,393.0051813,4.633014121,1000,18,84.83922966,1.696784593,2.54517689,1.484686519,0.111111111,4.106218716,97.84524976,1.28,54.10106945,15,336,100000,165.524,1,298.15,87.6173,0.587012987
110010000,31.4,360,4.682776653,1000,18,90.0090009,1.800180018,2.700270027,1.575157516,0.111111111,4.356435644,97.77828781,1.3,52.62908574,15,336,100000,187.666,1,298.15,87.1846,0.617021277
110000000,32.5,380,6.059979187,1000,18,34.92717684,1.746358842,1.746358842,1.32723272,0.277777778,4.268877169,96.94528449,1.1,74.11405348,7,91.97038,101000,215.7,1,293.15,93.2,0.806221198
110100000,32.5,370.3490799,6.23456647,1000,18,35.97122302,1.798561151,1.798561151,1.366906475,0.277777778,4.396482814,96.88049458,1.1,73.54497354,7,90.07747,101000,326.234,1,293.15,55.669,0.913981223
110100000,32.5,359.816772,6.217488509,1000,18,37.08098487,1.854049244,1.854049244,1.409077425,0.277777778,4.532120373,96.81281365,1.1,72.94957801,7,76.33747,101000,354.457,1,293.15,41.88,0.971390013
110100000,32.5,348.2765573,6.152012923,1000,18,38.25993802,1.912996901,1.912996901,1.453877645,0.277777778,4.676214647,96.7422176,1.1,72.32753134,7,52.71823,101000,340.495,1,293.15,51.7,1.025421308
110100000,32.5,335.5764855,6.058192151,1000,18,39.51788184,1.975894092,1.975894092,1.50167951,0.277777778,4.829963336,96.6683325,1.1,71.67540008,7,61.83823,101000,360.858,1,293.15,27.044,1.022975302
110100000,32.5,321.5324459,6.011648752,1000,18,40.85968783,2.042984392,2.042984392,1.552668138,0.277777778,4.993961846,96.59111334,1.1,70.99263213,7,63.36747,101000,351,1,293.15,18.1,1.017908723
110000000,32.5,450,5.943400573,1000,18,30.23431595,1.511715797,1.511715797,1.148904006,0.277777778,3.695305283,97.25065297,1.1,76.78467789,7,93.20519,101000,318.5,1,293.15,95.2,0.761127265
110100000,32.5,438.1505502,6.081908976,1000,18,31.44654088,1.572327044,1.572327044,1.194968553,0.277777778,3.843466108,97.16947146,1.1,76.07655502,7,92.01114,101000,343.348,1,293.15,78.6321,0.865286236
110100000,32.5,424.9584364,6.140984967,1000,18,32.76110601,1.638055301,1.638055301,1.244922029,0.277777778,4.00413518,97.0832803,1.1,75.32326523,7,85.42152,101000,341.045,1,293.15,64.9523,0.96875
110100000,32.5,410.1817467,6.277645331,1000,18,34.19037199,1.7095186,1.7095186,1.299234136,0.277777778,4.178823243,96.99167514,1.1,74.5209947,7,72.72228,101000,318.496,1,293.15,58.5,1.050321826
110100000,32.5,393.5167411,6.296950578,1000,18,35.75003575,1.787501788,1.787501788,1.358501359,0.277777778,4.369448814,96.89412934,1.1,73.66480565,7,89.98228,101000,339.49,1,293.15,44.24,1.252770083
110100000,32.5,374.5767511,6.182313468,1000,18,37.45879533,1.872939766,1.872939766,1.423434222,0.277777778,4.578297206,96.79004564,1.1,72.74907347,7,67.55266,101000,372,1,293.15,9,1.26230661
110000000,32.5,380,6.071495532,1000,18,34.92717684,1.746358842,1.746358842,1.32723272,0.277777778,4.268877169,96.94528449,1.1,74.11405348,7,88.52519,101000,215.7,1,323.15,93.2,0.865207373
110100000,32.5,370.3490799,6.251151131,1000,18,35.97122302,1.798561151,1.798561151,1.366906475,0.277777778,4.396482814,96.88049458,1.1,73.54497354,7,85.66228,101000,331.529,1,323.15,53.269,0.986805379
110100000,32.5,359.816772,6.315068259,1000,18,37.08098487,1.854049244,1.854049244,1.409077425,0.277777778,4.532120373,96.81281365,1.1,72.94957801,7,74.81228,101000,358.406,1,323.15,38.175,1.070445344
110100000,32.5,348.2765573,6.167476589,1000,18,38.25993802,1.912996901,1.912996901,1.453877645,0.277777778,4.676214647,96.7422176,1.1,72.32753134,7,52.63304,101000,350.61,1,323.15,51.7,1.142816338
110100000,32.5,335.5764855,6.08321498,1000,18,39.51788184,1.975894092,1.975894092,1.50167951,0.277777778,4.829963336,96.6683325,1.1,71.67540008,7,61.75304,101000,365.827,1,323.15,27.255,1.149913843
110100000,32.5,321.5324459,6.065094856,1000,18,40.85968783,2.042984392,2.042984392,1.552668138,0.277777778,4.993961846,96.59111334,1.1,70.99263213,7,63.28228,101000,351,1,323.15,18.1,1.157423455
110000000,32.5,450,5.933089571,1000,18,30.23431595,1.511715797,1.511715797,1.148904006,0.277777778,3.695305283,97.25065297,1.1,76.78467789,7,95.60519,101000,318.5,1,323.15,95.2,0.821069112
110100000,32.5,438.1505502,6.101489224,1000,18,31.44654088,1.572327044,1.572327044,1.194968553,0.277777778,3.843466108,97.16947146,1.1,76.07655502,7,89.03595,101000,346.282,1,323.15,69.5478,0.954933009
110100000,32.5,424.9584364,6.25102839,1000,18,32.76110601,1.638055301,1.638055301,1.244922029,0.277777778,4.00413518,97.0832803,1.1,75.32326523,7,82.44633,101000,345.55,1,323.15,59.3798,1.073545259
110100000,32.5,410.1817467,6.311776341,1000,18,34.19037199,1.7095186,1.7095186,1.299234136,0.277777778,4.178823243,96.99167514,1.1,74.5209947,7,69.74709,101000,325.586,1,323.15,58.5,1.176711527
110100000,32.5,393.5167411,6.325655954,1000,18,35.75003575,1.787501788,1.787501788,1.358501359,0.277777778,4.369448814,96.89412934,1.1,73.66480565,7,85.56709,101000,343.695,1,323.15,43.335,1.404778393
110100000,32.5,374.5767511,6.197140869,1000,18,37.45879533,1.872939766,1.872939766,1.423434222,0.277777778,4.578297206,96.79004564,1.1,72.74907347,7,66.02747,101000,372,1,323.15,9,1.42440225
110000100,31,444.1441441,4.491861008,1000,18,54.64480874,0.273224044,2.18579235,2.18579235,0.027777778,0.667880996,99.57926946,0.8,64.66431095,10,47,100100,212.558,2,292.1,88.4408,0.600600601
110000100,31,444.1441441,4.332389771,1000,18,51.28205128,0.512820513,2.051282051,2.051282051,0.055555556,1.253561254,99.19325266,0.8,66.10169492,10,47,100100,214.963,2,292.31,89.8695,0.594679186
110000100,31,444.1441441,3.98288646,1000,18,48.30917874,0.724637681,1.93236715,1.93236715,0.083333333,1.771336554,98.83782356,0.8,67.4267101,10,47,100100,217.264,2,292.78,89.3087,0.703422053
110000100,31,444.1441441,4.017775879,1000,18,45.66210046,0.913242009,1.826484018,1.826484018,0.111111111,2.232369356,98.50948509,0.8,68.65203762,10,47,100100,212.069,2,292.76,89.72,0.744680851
110000100,31,444.1441441,3.829343523,1000,18,43.29004329,1.082251082,1.731601732,1.731601732,0.138888889,2.645502646,98.20525371,0.8,69.78851964,10,47,100100,222.896,2,293.65,88.4766,0.817307692
110000100,31,442.081448,3.991688446,1000,18,45.87155963,0.917431193,1.834862385,1.834862385,0.111111111,2.242609582,98.50492695,0.8,68.55345912,10,47,100100,213.546,2,292.6,89.7222,0.728051392
110000100,31,444.1441441,4.017775879,1000,18,45.66210046,0.913242009,1.826484018,1.826484018,0.111111111,2.232369356,98.50948509,0.8,68.65203762,10,47,100100,212.069,2,292.76,89.72,0.744680851
110000100,31,446.1883408,4.056810345,1000,18,45.45454545,0.909090909,1.818181818,1.818181818,0.111111111,2.222222222,98.51401554,0.8,68.75,10,47,100100,212.916,2,293.07,89.6911,0.67761807
110000100,31,448.2142857,3.978841027,1000,18,45.45454545,0.909090909,1.818181818,1.818181818,0.111111111,2.222222222,98.51401554,0.8,68.75,10,47,100100,217.103,2,292.97,90.282,0.633663366
110000000,31,430.9836066,3.681967213,1000,18,57.7700751,2.021952629,0.866551127,0.866551127,0.194444444,4.94255087,96.94007312,1.1,63.38337605,5.94,17.52,100000,217.937,1,283.15,94.3,0.584415584
110010000,31,354.0909091,3.870909091,1000,18,71.8907261,2.228612509,1.078360891,1.078360891,0.172222222,5.447719466,96.90955229,1.1,58.17649519,5.64,27.84,100000,220.788,1,283.15,94,0.60880829
110010000,31,381.3326886,3.147311412,1000,18,60.16847172,2.466907341,0.902527076,0.902527076,0.227777778,6.030217944,96.33288612,1.1,62.43425995,6.52,14.88,100000,263.685,1,283.15,87.2,0.632432432
110010000,31,423.2311558,2.60798995,1000,18,59.52380952,1.964285714,0.892857143,0.892857143,0.183333333,4.801587302,97.05918095,1.1,62.68656716,5.92,19.92,100000,221.687,1,283.15,93,0.671232877
110000010,31,450,3,1000,18,56.49717514,0.225988701,1.186440678,0.225988701,0.022222222,0.552416824,99.65800008,1.05,63.89891697,30,48,100000,150,3,295.34,96.3,0.341891892
110000010,31,450,3,1000,18,55.55555556,0.333333333,1.166666667,0.222222222,0.033333333,0.814814815,99.49267843,1.05,64.28571429,30,48,100000,155,3,295.34,96.1,0.378688525
110000010,31,450,3,1000,18,54.64480874,0.43715847,1.147540984,0.218579235,0.044444444,1.068609593,99.33097655,1.05,64.66431095,30,48,100000,180,3,295.43,95.1,0.404761905
110000010,31,450,3,1000,18,53.47593583,0.534759358,1.122994652,0.213903743,0.055555556,1.307189542,99.1755668,1.05,65.15679443,30,48,100000,206,3,295.48,94,0.456666667
110000010,31,450,3,1000,18,52.63157895,0.631578947,1.105263158,0.210526316,0.066666667,1.543859649,99.02124347,1.05,65.51724138,30,48,100000,253,3,295.53,93.1,0.504938272
110000010,31,450,3,1000,18,51.8134715,0.725388601,1.088082902,0.207253886,0.077777778,1.773172136,98.87018084,1.05,65.87030717,30,48,100000,254,3,295.73,92.8,0.51025641
1010000000,30.8,440,3,0,0,84.74576271,0,1.694915254,0.423728814,0,0,100,1.1,54.12844037,10,1128,100000,367,0,288.84,86.1374,0.245762712
110000000,30.8,440,3,1000,18,84.03361345,0.084033613,1.680672269,0.420168067,0.005555556,0.031071252,99.98331463,1.1,54.33789954,10,1128,100000,233,0,289.46,89.8536,0.189655172
110000000,30.8,440,3,1000,18,81.96721311,0.245901639,1.639344262,0.409836066,0.016666667,0.088685837,99.95186979,1.1,54.95495495,10,1128,100000,255,0,289.34,89.7091,0.223300971
110000000,30.8,440,3,1000,18,74.62686567,0.746268657,1.492537313,0.373134328,0.055555556,0.24504344,99.86174391,1.1,57.26495726,10,1128,100000,302,0,288.52,88.1587,0.277777778
110000000,30.8,440,3,1000,18,69.93006993,1.048951049,1.398601399,0.34965035,0.083333333,0.322754169,99.81314232,1.1,58.84773663,10,1128,100000,353,0,289.105,86.6179,0.433333333
110000000,30.8,440,3,1000,18,59.88023952,1.796407186,1.19760479,0.299401198,0.166666667,0.473304887,99.70993792,1.1,62.54681648,10,1128,100000,488,0,287.755,86.0867,0.642857143
100100000,32.8,712,3.8,1000,18,60.60606061,1.212121212,3.03030303,0.484848485,0.111111111,2.962962963,98.2078853,1,62.26415094,12.66,144,100000,122.5,1,293.15,79.4421,0.441595442
100100000,32.8,712,3.8,1000,18,51.28205128,1.538461538,2.564102564,0.41025641,0.166666667,3.760683761,97.58613123,1.1,66.10169492,11.16,144,100000,145.5,1,293.15,81.0288,0.357037037
100100000,32.8,447,7.3,1000,18,50,1,2,0.8,0.111111111,2.444444444,98.4106343,1.9,66.66666667,11.58,144,100000,91,1,293.15,79.3806,0.337159254
100100000,32.8,447,7.3,1000,18,47.61904762,1.428571429,1.904761905,0.714285714,0.166666667,3.492063492,97.69754055,1.9,67.74193548,10.45,144,100000,138,1,293.15,80.4048,0.469775475
100100000,32.8,677,5.6,1000,18,47.61904762,0.952380952,1.904761905,0.857142857,0.111111111,2.328042328,98.46164604,1.3,67.74193548,11.11,144,100000,73.5,1,293.15,76.93,0.29
100100000,32.8,677,5.6,1000,18,43.47826087,1.304347826,1.739130435,0.782608696,0.166666667,3.188405797,97.83549784,1.3,69.6969697,10.55,144,100000,110.5,1,293.15,79.8944,0.406896552
100100000,32.8,428,8,1000,18,58.82352941,1.176470588,2.352941176,1.176470588,0.111111111,2.875816993,98.24140687,1.6,62.96296296,11.53,144,100000,78,1,293.15,78.4424,0.417935702
100100000,32.8,428,8,1000,18,54.05405405,1.621621622,2.162162162,1.081081081,0.166666667,3.963963964,97.50566893,1.7,64.9122807,10.49,144,100000,110,1,293.15,82.1328,0.394557823
100100000,32.8,718,4.6,1000,18,47.61904762,0.952380952,2.380952381,0.761904762,0.111111111,2.328042328,98.46550882,1.2,67.74193548,12,144,100000,232,1,293.15,78.0252,0.383064516
100100000,32.8,718,4.6,1000,18,43.47826087,1.304347826,1.739130435,0.565217391,0.166666667,3.188405797,97.83229875,1.3,69.6969697,10.8,144,100000,121.5,1,293.15,79.2889,0.373596917
100100000,32.8,444,7.6,1000,18,55.55555556,1.111111111,2.777777778,0.722222222,0.111111111,2.716049383,98.30423556,1.7,64.28571429,11.63,144,100000,176,1,293.15,79.5548,0.363196126
100100000,32.8,444,7.6,1000,18,52.63157895,1.578947368,2.631578947,0.684210526,0.166666667,3.859649123,97.54983851,1.7,65.51724138,10.92,144,100000,114.5,1,293.15,81.5545,0.5
110000000,31,405,6,1000,18,73.69196758,2.505526898,1.105379514,1.179071481,0.188888889,6.124621305,96.56849252,1.1,57.57318625,5,48,100000,214.119,1,283.15,91.5,0.596287129
110000000,31,405,6,1000,18,80.58017728,1.611603546,1.208702659,1.289282836,0.111111111,3.939475334,97.86697692,1.1,55.37706381,5,48,100000,185.474,1,283.15,92,0.421702838
110000000,31,405,6,1000,18,83.61204013,1.212374582,1.254180602,1.337792642,0.080555556,2.963582311,98.41871762,1.1,54.46265938,5,48,100000,162.029,1,283.15,94.5,0.332115869
110000000,31,405,6,1000,18,85.68980291,0.942587832,1.285347044,1.371036847,0.061111111,2.304103589,98.78275741,1.1,53.85325335,5,48,100000,164.607,1,283.15,93.1,0.282630522
110000000,31,405,6,1000,18,87.10801394,0.757839721,1.306620209,1.393728223,0.048333333,1.852497096,99.0278984,1.1,53.44506518,5,48,100000,172.1,1,283.15,93.7,0.24677551
