Feature,Seed,Fold,R²,MAE,MSE,RMSE,RSE
S_TC,0,1,0.8912689389536681,0.0748124645765758,0.010393449989226332,0.10194827114388126,0.32974393253907186
S_TC,0,2,0.838800038245318,0.08307526985782922,0.018312717365279837,0.13532448915580594,0.4014971503693171
S_TC,0,3,0.8779879758429726,0.08368598311298288,0.01399424556490445,0.1182972762362027,0.349302196038083
S_TC,1,1,0.8942974812782472,0.08672119519887668,0.014726038872861688,0.1213508915206711,0.3251192376986525
S_TC,1,2,0.8851527037946488,0.06692534766156037,0.008935484919713356,0.09452769392994498,0.33889127490295634
S_TC,1,3,0.849644774485109,0.08472140249090936,0.015831975396022793,0.12582517790976014,0.3877566576022789
S_TC,2,1,0.8255429851193452,0.09541516546691442,0.021691568059644135,0.14728057597539512,0.41768051771737547
S_TC,2,2,0.8880877388486826,0.06815469582143355,0.010690880874759815,0.1033967159766683,0.3345328999535282
S_TC,2,3,0.853239905656296,0.08751262000918143,0.015277525266265314,0.1236022866546785,0.38309280121623784
S_TC,3,1,0.858598242167752,0.08286790622381207,0.014056894731756872,0.11856177601468726,0.3760342508764965
S_TC,3,2,0.8496709045875168,0.0871777847376753,0.016747293237378624,0.12941133349664016,0.38772296219399127
S_TC,3,3,0.8828324798098526,0.07242589361481495,0.013227706184032849,0.11501176541568627,0.3422974148166291
S_TC,4,1,0.8169831183120881,0.09536064456928729,0.01926741799202619,0.13880712514862553,0.42780472377933354
S_TC,4,2,0.8239735841588247,0.08654854336375717,0.015266522249226444,0.1235577688744275,0.419555021232228
S_TC,4,3,0.45554994547549743,0.13283411315360588,0.07024656067835909,0.26504067740322257,0.7378685889265801
S_TC,5,1,0.894037625173781,0.0750058148843178,0.011025863396063163,0.10500411132933397,0.32551862439224416
S_TC,5,2,0.7817058949991493,0.10393697868863583,0.03150793997436682,0.17750476042733845,0.4672195468950873
S_TC,5,3,0.8345949409805777,0.07824025430570605,0.012500978550149497,0.11180777499865337,0.4067002077936797
S_TC,6,1,0.8438074670493166,0.08366430260110176,0.01545437901094752,0.12431564266393638,0.39521201012960544
S_TC,6,2,0.9096984366355063,0.07052022870145305,0.011616945024522185,0.10778193273699532,0.3005021852907125
S_TC,6,3,0.8461258719975282,0.08347789771271048,0.014092887886044847,0.11871346969086889,0.39226792884770967
S_TC,7,1,0.8605036076512113,0.0845359982382791,0.0202727028867207,0.14238224217479054,0.3734921583497955
S_TC,7,2,0.830308695030497,0.07962156024004581,0.013094570941734524,0.11443151201366922,0.41193604475634693
S_TC,7,3,0.8701994439667682,0.0785673853556459,0.012505809630551243,0.11182937731451088,0.36027844236539025
S_TC,8,1,0.8043981529605867,0.08655256604454238,0.017325033782919313,0.13162459414151792,0.4422689758952275
S_TC,8,2,0.8904721154025254,0.07711704511762156,0.011824836045555537,0.10874206198870581,0.3309499729528235
S_TC,8,3,0.8744536020026514,0.08746640649700965,0.015912804362342017,0.12614596451072868,0.35432527146302806
S_TC,9,1,0.9180282279494513,0.06571666920484134,0.00857412984507181,0.09259659737307742,0.2863071288853086
S_TC,9,2,0.8544736982155214,0.0886095308579763,0.015914101276972435,0.12615110493758044,0.38147909744110303
S_TC,9,3,0.8346567468777932,0.08897797903895066,0.018007205371837733,0.13419092879862532,0.4066242161040176
S_TC,10,1,0.8649889757311474,0.09646174805745993,0.02020808792507224,0.14215515440909007,0.36743846324092505
S_TC,10,2,0.904691829672543,0.06674852666537491,0.008639453933085262,0.0929486628902496,0.308720213668391
S_TC,10,3,0.8376354729505652,0.07731298623526865,0.013100108461596113,0.11445570523829782,0.4029448188641155
S_TC,11,1,0.8315606818102168,0.07930871026103632,0.013574871940131685,0.1165112524185183,0.41041359406065386
S_TC,11,2,0.7867217581055621,0.10683248280525308,0.030246078477185304,0.17391399735842225,0.46182057326892434
S_TC,11,3,0.9056496571249328,0.07010214860931245,0.009598874049127659,0.09797384369885495,0.3071650091971206
S_TC,12,1,0.869020088906604,0.07322451371804838,0.011123440833658982,0.10546772413235711,0.36191146858506157
S_TC,12,2,0.8879374749017758,0.07647841199525174,0.01340640199155533,0.11578601811771286,0.3347574123125943
S_TC,12,3,0.8941713879604487,0.079135082858108,0.01255340002427837,0.11204195653539066,0.3253130984752247
S_TC,13,1,0.8605005586461181,0.08534523301641801,0.014980013097665236,0.12239286375301967,0.3734962400799798
S_TC,13,2,0.8808077280568231,0.07306380549366126,0.00990464060754833,0.09952206090886749,0.3452423379934404
S_TC,13,3,0.8885542887844635,0.08323412843974155,0.01488974278928743,0.12202353375184408,0.3338348562021894
S_TC,14,1,0.8872919606194882,0.08066137938044154,0.01692787149636674,0.13010715390156968,0.3357201801806257
S_TC,14,2,0.8175792808116633,0.08753477906779465,0.01709483813385171,0.1307472299280245,0.4271073860147313
S_TC,14,3,0.867857771562124,0.07312109161409087,0.010290056514906172,0.10143991578716029,0.36351372524001896
S_TC,15,1,0.907048703386429,0.06755171499007999,0.009869932953120462,0.09934753622068572,0.3048791508345086
S_TC,15,2,0.9004401987116941,0.07982633507410558,0.012179758540764614,0.11036194335351572,0.3155309830877245
S_TC,15,3,0.8572012423746934,0.07772666633566795,0.013597973446315406,0.11661034879595981,0.3778872287142112
S_TC,16,1,0.8861185054807524,0.07834079184382868,0.014074700377366176,0.1186368424114793,0.33746332322083183
S_TC,16,2,0.7830781868162722,0.09381758624636947,0.0192782042556983,0.13884597313461525,0.46574865881044447
S_TC,16,3,0.8811470773365715,0.08145680160935131,0.013055172848800914,0.11425923528888557,0.3447505223541053
S_TC,17,1,0.9083172629020624,0.07491202019418834,0.011053693467936429,0.1051365467757831,0.3027915736904473
S_TC,17,2,0.8860757365454561,0.07679940603292085,0.012235024908539392,0.1106120468508715,0.3375266855443341
S_TC,17,3,0.8503158815092559,0.07971465938462306,0.014366219614269973,0.11985916574993326,0.3868903184246721
S_TC,18,1,0.8163267536951059,0.09368470300803468,0.017740094654428655,0.1331919466575538,0.4285711683080118
S_TC,18,2,0.8731450285027613,0.0878372859159255,0.015917584323774634,0.12616490924094004,0.35616705560346074
S_TC,18,3,0.9123029939667789,0.07054425538524899,0.008741224175747806,0.09349451414787825,0.2961368029023429
S_TC,19,1,0.8569942717903413,0.08225233801467793,0.017741324148322742,0.13319656207396174,0.37816098187102637
S_TC,19,2,0.8630447992915038,0.08670018821436026,0.012785376554218538,0.11307243941039982,0.3700745880339478
S_TC,19,3,0.8145829337325932,0.08906797624984486,0.0194526144602152,0.13947262978884137,0.43060082009606854
S_TC,20,1,0.8893887518646162,0.08096856735968803,0.012474990451272426,0.11169149677245993,0.3325826936799085
S_TC,20,2,0.8707609450497886,0.07938988862214241,0.015501211900139797,0.12450386299283969,0.3594983378963126
S_TC,20,3,0.8395258645999966,0.08106984863402561,0.013980017770964831,0.11823712518056599,0.40059223082831186
S_TC,21,1,0.8952745775737087,0.08018820205069367,0.013563134860945734,0.11646087266093164,0.3236130751782001
S_TC,21,2,0.8844707727405788,0.07949159315239722,0.013161943932454158,0.11472551561206494,0.33989590650583185
S_TC,21,3,0.8249066089425975,0.08117480747211558,0.013974475624439459,0.11821368628225523,0.41844162204231367
S_TC,22,1,0.8591925834541074,0.07543075924157196,0.012679933678569044,0.11260521159595165,0.37524314323634567
S_TC,22,2,0.8863648420428778,0.08360270948582688,0.01496167998247949,0.12231794628131838,0.33709814291556434
S_TC,22,3,0.8627760342990376,0.07778179732160535,0.013620719056163544,0.11670783631000767,0.3704375327919168
S_TC,23,1,0.8815941764848118,0.06620562880546532,0.009246895885999697,0.09616078143401133,0.3441014727012778
S_TC,23,2,0.8980864222812108,0.0781243436024032,0.01288823209382812,0.11352634977760943,0.31923906045280426
S_TC,23,3,0.8565494566895463,0.08757477171573336,0.016495819018050844,0.12843605030539845,0.37874865453286255
S_TC,24,1,0.880632026379213,0.07949279083616091,0.0120512602362181,0.10977823206910421,0.34549670565837093
S_TC,24,2,0.8543088061041733,0.07552522523538302,0.012756828495766278,0.11294613094642188,0.3816951583342743
S_TC,24,3,0.8848675978700442,0.08242011312588132,0.015541148331921361,0.12466414212563837,0.3393116592897388
S_TC,25,1,0.8573739708756585,0.08750300481441453,0.018902017243523275,0.1374846072966835,0.37765861452420424
S_TC,25,2,0.898759385263691,0.06416799254047222,0.008672751196631702,0.09312760705951646,0.31818330367306985
S_TC,25,3,0.8275584285770718,0.09138882729785165,0.018207458499697182,0.13493501583983744,0.4152608474476352
S_TC,26,1,0.8990895960439336,0.06535993020526094,0.009536720238202722,0.0976561326195274,0.3176639796326717
S_TC,26,2,0.8714214481347061,0.08975949163067991,0.016578368420009006,0.12875701309058474,0.35857851562146587
S_TC,26,3,0.8664699143050072,0.07871615081080816,0.013415285031534977,0.11582437149207837,0.3654176866203836
S_TC,27,1,0.8997756701320981,0.07399666306980761,0.01061557456760308,0.1030319104336277,0.31658226398189443
S_TC,27,2,0.8362179728872169,0.07829539150434738,0.01630808452989943,0.12770311088575498,0.40469992230390056
S_TC,27,3,0.8827739522366934,0.08436096050820636,0.013726442332443141,0.11715990070174667,0.3423828964234437
S_TC,28,1,0.8337219740063785,0.0755799610312131,0.01297175400108014,0.11389360825384426,0.40777202698765586
S_TC,28,2,0.8231656322395023,0.09839706550770218,0.025665676331851506,0.16020510707168953,0.4205167865382994
S_TC,28,3,0.8447953621215296,0.08221283578746034,0.014084276090401424,0.11867719279794843,0.39396019834301843
S_TC,29,1,0.8823267004825722,0.0807787774227995,0.012004226650887748,0.10956380173619272,0.34303542020821665
S_TC,29,2,0.8948686340998139,0.0747595056507844,0.011951327217215901,0.109322125927078,0.32423967354441086
