iter	RMSE
0	0.1823459922
1	0.1814249976
2	0.1806818685
3	0.1798986467
4	0.1791394614
5	0.178187764
6	0.1772244358
7	0.1764066994
8	0.1756265486
9	0.1746230093
10	0.1738770431
11	0.173003679
12	0.1720403055
13	0.1711890631
14	0.1704910268
15	0.1698870341
16	0.1689962092
17	0.1682062596
18	0.1672187417
19	0.1664187105
20	0.1657836412
21	0.1650839166
22	0.1644319789
23	0.1636324881
24	0.1628591589
25	0.1621188121
26	0.161345982
27	0.1606844731
28	0.1598113721
29	0.1589987542
30	0.1582901289
31	0.1576896095
32	0.1571274365
33	0.1564513921
34	0.1557562167
35	0.155172192
36	0.1543241679
37	0.1535586062
38	0.1525608936
39	0.1518456222
40	0.1511869133
41	0.1505700602
42	0.1499759399
43	0.1492503268
44	0.1485887745
45	0.1478670964
46	0.1472330106
47	0.1465659518
48	0.1460675994
49	0.1453760548
50	0.1448858748
51	0.144160414
52	0.1435161586
53	0.1429372334
54	0.1422852655
55	0.1416678185
56	0.1410896846
57	0.1404634853
58	0.1399337821
59	0.139544992
60	0.1390933854
61	0.1384338203
62	0.1378446292
63	0.1372580158
64	0.1366496237
65	0.1361499702
66	0.1356164667
67	0.1350966562
68	0.1345957549
69	0.1340849568
70	0.1335694745
71	0.1330962777
72	0.1325393742
73	0.1321253229
74	0.13148526
75	0.1307768214
76	0.1303557568
77	0.1297560186
78	0.1291697975
79	0.1286087499
80	0.1281628743
81	0.1274170386
82	0.1269325269
83	0.1265003952
84	0.125901943
85	0.1253499655
86	0.124731684
87	0.1243729733
88	0.1239722681
89	0.1234718242
90	0.1228595466
91	0.1224777214
92	0.1219829416
93	0.1215489353
94	0.1209414121
95	0.1205007053
96	0.1200188241
97	0.1195242434
98	0.1189899615
99	0.1184886412
100	0.1179922876
101	0.1176737262
102	0.1172377666
103	0.116756387
104	0.1164166879
105	0.1161432157
106	0.1157930248
107	0.1154356908
108	0.1149268552
109	0.1144675764
110	0.1139790555
111	0.1136680029
112	0.1133199925
113	0.1130532393
114	0.112673266
115	0.1122912957
116	0.1120008148
117	0.1117132406
118	0.1112470272
119	0.1107560626
120	0.1104307444
121	0.1100617137
122	0.1096605198
123	0.1093133229
124	0.1088811791
125	0.1084806996
126	0.108138345
127	0.1077468267
128	0.1073587274
129	0.1069222618
130	0.1065328304
131	0.1061313763
132	0.1057664161
133	0.1053696667
134	0.1049840126
135	0.1045632242
136	0.1040934359
137	0.1037434581
138	0.103361627
139	0.1031341072
140	0.1027069969
141	0.1022976117
142	0.1019525865
143	0.1015760077
144	0.101259369
145	0.100892827
146	0.1004900871
147	0.1001466925
148	0.09981298359
149	0.09954678957
150	0.09914811524
151	0.09884266781
152	0.0985983218
153	0.09825174506
154	0.09786191584
155	0.09756729348
156	0.09722304738
157	0.09692318885
158	0.09655110011
159	0.09619891128
160	0.09586573214
161	0.09564221828
162	0.09530414932
163	0.09505926893
164	0.09470706759
165	0.0943686778
166	0.09409371478
167	0.09376436946
168	0.09343092628
169	0.09321993256
170	0.09277679974
171	0.09246968782
172	0.09223130961
173	0.09193117078
174	0.09160425956
175	0.0913886425
176	0.09116182663
177	0.09083885873
178	0.09050484586
179	0.09029597939
180	0.09007311441
181	0.08987293716
182	0.08958563786
183	0.08930413075
184	0.08907258121
185	0.08885284005
186	0.08855638837
187	0.08826278062
188	0.08806303752
189	0.08767154759
190	0.08740642387
191	0.08707313233
192	0.08679336357
193	0.08656271654
194	0.08626355454
195	0.08588453237
196	0.08562369048
197	0.08535254361
198	0.08512854023
199	0.08489421398
200	0.08475762741
201	0.08448656222
202	0.08413896867
203	0.08393095417
204	0.08366240943
205	0.083447886
206	0.08318451997
207	0.08290990181
208	0.08268341379
209	0.08240854866
210	0.0821864008
211	0.08195897601
212	0.08174055811
213	0.08150100835
214	0.08129352154
215	0.08105022056
216	0.08084789493
217	0.08053948362
218	0.08038090472
219	0.08014894637
220	0.07981520534
221	0.07963045436
222	0.07949073053
223	0.07931773514
224	0.07907046035
225	0.07885613389
226	0.07867694288
227	0.07843844776
228	0.07824015725
229	0.07804741456
230	0.07783087061
231	0.07767196193
232	0.07740024136
233	0.07719582658
234	0.07700583255
235	0.07676053229
236	0.07654462756
237	0.07627105551
238	0.0760843168
239	0.07584651099
240	0.07574037158
241	0.07559502749
242	0.07543877789
243	0.07536822611
244	0.07520128602
245	0.07500445861
246	0.07480162715
247	0.07454307753
248	0.07431425876
249	0.07410314153
250	0.07389229485
251	0.0736960874
252	0.07349491959
253	0.07333634499
254	0.07319429158
255	0.07302719438
256	0.07283297811
257	0.07272747933
258	0.07260180879
259	0.07237091305
260	0.07216374449
261	0.0720048038
262	0.07186681601
263	0.07168417163
264	0.07148941942
265	0.07132005336
266	0.07108150336
267	0.07089300306
268	0.07075076597
269	0.07059414692
270	0.07036522562
271	0.07022694116
272	0.07006534904
273	0.06992329392
274	0.06977652256
275	0.06963056755
276	0.06939212936
277	0.06917758733
278	0.06905918187
279	0.06888724606
280	0.06874431974
281	0.06856629903
282	0.06849093657
283	0.06834747851
284	0.06813581442
285	0.06794132776
286	0.06774466512
287	0.0675751699
288	0.06743876121
289	0.06731754119
290	0.06714979079
291	0.06700414305
292	0.06689891484
293	0.06671809989
294	0.06656474417
295	0.06640513689
296	0.06619755984
297	0.06594939524
298	0.06580642587
299	0.06565037858
300	0.06549490093
301	0.06530751605
302	0.0650913134
303	0.06494498366
304	0.06474231301
305	0.06464885869
306	0.06451018766
307	0.06436790491
308	0.06418353253
309	0.064033235
310	0.0639306222
311	0.06380251674
312	0.06365931438
313	0.06348255329
314	0.06334841639
315	0.06329943648
316	0.06316539
317	0.06299455104
318	0.06279060694
319	0.06262108716
320	0.06246344572
321	0.06232740755
322	0.06220795898
323	0.06201596252
324	0.06191464803
325	0.06174308799
326	0.06165503301
327	0.06145258886
328	0.06127692591
329	0.06112618585
330	0.0610498728
331	0.06098766994
332	0.06085644715
333	0.06073435046
334	0.06058956145
335	0.06042234183
336	0.06027517645
337	0.06012367521
