iter	RMSE
0	0.2955698006
1	0.292240709
2	0.2884847686
3	0.2856268536
4	0.2827434799
5	0.2797431313
6	0.2767630373
7	0.2741660001
8	0.2708691419
9	0.2681472964
10	0.2646613667
11	0.2619151283
12	0.2589151584
13	0.2565922288
14	0.254159949
15	0.2512299504
16	0.248731131
17	0.2463229263
18	0.2440689672
19	0.2413186581
20	0.2390592315
21	0.2364626807
22	0.2340838167
23	0.2314199037
24	0.2289083814
25	0.2275671365
26	0.2253790231
27	0.2230644669
28	0.2211147663
29	0.219186391
30	0.2177486976
31	0.2157409241
32	0.2137390935
33	0.2120032614
34	0.2098917917
35	0.2082326178
36	0.2065586097
37	0.2047072086
38	0.2027698756
39	0.2016732976
40	0.1998239025
41	0.1984064532
42	0.1969650085
43	0.1950724381
44	0.1933555057
45	0.1922227989
46	0.190910142
47	0.1896318402
48	0.1883601718
49	0.1866532481
50	0.1851648031
51	0.1839211498
52	0.1822416446
53	0.1808567401
54	0.1795962111
55	0.1783412106
56	0.1771001147
57	0.1756960392
58	0.1745367983
59	0.1734808225
60	0.1724852816
61	0.1713610499
62	0.1701043303
63	0.169292323
64	0.1684234885
65	0.1672330956
66	0.1662513565
67	0.1654425491
68	0.1646338017
69	0.1635876334
70	0.1625762891
71	0.1615015716
72	0.1605489902
73	0.1599159544
74	0.1592041073
75	0.1582560611
76	0.1572187134
77	0.1563339094
78	0.155538704
79	0.1546466536
80	0.1538465772
81	0.1530778991
82	0.1521967425
83	0.1513332779
84	0.1507053673
85	0.1497905206
86	0.1490878668
87	0.1482419342
88	0.1475847316
89	0.1471060021
90	0.1466802078
91	0.1459990569
92	0.1453013805
93	0.144778343
94	0.1442371211
95	0.1434393327
96	0.1426866476
97	0.142042394
98	0.1413703859
99	0.140853333
100	0.1402640364
101	0.1393983199
102	0.1388837059
103	0.138249959
104	0.1373909647
105	0.1368425461
106	0.1361394469
107	0.1354720413
108	0.1348295598
109	0.1342488871
110	0.1335051811
111	0.1330700889
112	0.1325578617
113	0.1320263478
114	0.1315289558
115	0.1312139256
116	0.1309188065
117	0.1304326572
118	0.1300245817
119	0.1294210245
120	0.1288792197
121	0.1284390073
122	0.1279508148
123	0.1276629086
124	0.127086614
125	0.1265436867
126	0.1261417952
127	0.1256556776
128	0.1250884891
129	0.1245763751
130	0.1242832065
131	0.1235972949
132	0.1230243067
133	0.1225779916
134	0.1222172825
135	0.1214511687
136	0.1210746647
137	0.1207643536
138	0.1203827705
139	0.1199185908
140	0.1195037829
141	0.1190932839
142	0.1187417664
143	0.1184893921
144	0.1179287527
145	0.1176695342
146	0.1172560402
147	0.1170218382
148	0.1166030332
149	0.1164362628
150	0.1159930449
151	0.115612553
152	0.1153873999
153	0.114886254
154	0.1144992536
155	0.1142201361
156	0.1138341062
157	0.1135898151
158	0.1133455521
159	0.1127382859
160	0.1124971485
161	0.1118131461
162	0.1115528005
163	0.1113819458
164	0.1109961825
165	0.1104153447
166	0.1100059046
167	0.1096451897
168	0.1091603025
169	0.1085287168
170	0.1080523552
171	0.1077388702
172	0.1074697025
173	0.1070898929
174	0.1068442642
175	0.1066067267
176	0.1063711401
177	0.1061635094
178	0.1057667522
179	0.1055747507
180	0.1050554526
181	0.1045093792
182	0.104157395
183	0.1039734407
184	0.103493044
185	0.1032296851
186	0.1028953752
187	0.1026998649
188	0.1025252927
189	0.102077278
190	0.1016153487
191	0.1014117561
192	0.1012546178
193	0.1010722133
194	0.1008662091
195	0.1004308824
196	0.1002670522
197	0.1000958391
198	0.09960233807
199	0.09938780893
200	0.09916742818
201	0.09895004912
202	0.09868159311
203	0.09829218276
204	0.0980857763
205	0.0978123375
206	0.09739997372
207	0.09728417008
208	0.09715729639
209	0.09704115703
210	0.09670430883
211	0.09639426181
212	0.09615008189
213	0.09594807564
214	0.09580847812
215	0.09564277582
216	0.09522841386
217	0.09499405309
218	0.09485727692
219	0.09453120121
220	0.09423233165
221	0.09395070606
222	0.09382914702
223	0.09368516546
224	0.0935343543
225	0.0934013454
226	0.09324987709
227	0.09316215904
228	0.09297823712
229	0.09276474205
230	0.09259325727
231	0.09235693501
232	0.0922268228
233	0.09207982497
234	0.0919437956
235	0.09160791199
236	0.09143352509
237	0.09109052521
238	0.09067386552
239	0.09052322207
240	0.09035516902
241	0.09018582522
242	0.09005158504
243	0.08990752984
244	0.08969056616
245	0.08954238645
246	0.08944146378
247	0.08934287073
248	0.089184241
249	0.0890523053
250	0.08894781006
251	0.08874936397
252	0.08840273356
253	0.08812512261
254	0.08791781903
255	0.08780962399
256	0.08748544317
257	0.08735286548
258	0.08724414856
259	0.08713732397
260	0.08693504306
261	0.08663797129
262	0.08654144255
263	0.08640220492
264	0.08627317742
265	0.08615628951
266	0.08585235916
267	0.08560567221
268	0.0855128558
269	0.08513194927
270	0.08475875041
271	0.08434459891
272	0.0842344643
273	0.08409876281
274	0.08399091749
275	0.08388788436
276	0.08381059829
277	0.0837176789
278	0.08359285598
279	0.08321265657
280	0.08314072369
281	0.0828932038
282	0.08269952707
283	0.08257995757
284	0.08225863692
285	0.08217713025
286	0.08207999067
287	0.08191804385
288	0.0817685327
289	0.08166229055
290	0.08131972622
291	0.08124626589
292	0.08102205312
293	0.08085827252
294	0.08056318168
295	0.08049948959
296	0.08024414483
297	0.07992753353
298	0.07955796311
299	0.07903881815
300	0.07894576622
301	0.07883716022
302	0.0786684275
303	0.07860232513
304	0.07852372303
305	0.07842910594
306	0.07833473375
307	0.07802272884
308	0.077941266
309	0.07785702964
310	0.07777065028
311	0.07752586771
312	0.07730316595
313	0.07720452167
314	0.07703124463
315	0.07687343499
316	0.07677430307
317	0.07669359391
318	0.07656656597
319	0.07648651424
320	0.07642237012
321	0.07623323918
322	0.07592599156
323	0.07573383252
324	0.07538672965
325	0.0751308396
326	0.07500510612
327	0.07491549331
328	0.07483426412
329	0.07451044114
330	0.0744044318
331	0.07421226243
332	0.07384359491
333	0.07372458282
334	0.07352226707
335	0.07320728153
336	0.07299604646
337	0.07287313452
338	0.0726806101
339	0.07257253559
340	0.07249208004
341	0.0723818208
342	0.07201112866
343	0.07177622604
344	0.07138641969
345	0.0712401249
346	0.07108504641
347	0.0708456216
348	0.07076167463
349	0.07070684943
350	0.07054549004
351	0.07047890179
352	0.07019895989
353	0.07010208491
354	0.06984404835
355	0.06974151313
356	0.06966872439
357	0.06950128503
358	0.06941807671
359	0.06935499607
360	0.06908027165
361	0.06882822182
362	0.06853262305
363	0.06826232439
364	0.06820025103
365	0.06803699728
366	0.06783506389
367	0.0677740808
368	0.06759556881
369	0.06731799909
370	0.06710766814
371	0.06699422165
372	0.06693455761
373	0.06677844186
374	0.06665111702
375	0.06657909719
376	0.06650043985
377	0.06642172193
378	0.06627914239
379	0.06620863862
380	0.06584071783
381	0.06569502167
382	0.06561018742
383	0.06544717779
384	0.0653907112
385	0.06526947054
386	0.06517113495
387	0.06504058913
388	0.06476494702
389	0.06468355253
390	0.06455795231
391	0.06448762987
392	0.06431682245
393	0.06420571933
394	0.06414966657
395	0.06391476891
396	0.06373236594
397	0.06354163656
398	0.06328415584
399	0.06312390971
400	0.06306075169
401	0.06300672904
402	0.06290595882
403	0.06282311091
404	0.06269407962
405	0.06257345497
406	0.06252933816
407	0.06232412025
408	0.06213901757
409	0.0619586277
410	0.06190844216
411	0.06158706446
412	0.06151183164
413	0.06129937694
414	0.0611729481
415	0.06102818068
416	0.06095742768
417	0.06088868185
418	0.06061412735
419	0.06048343894
420	0.06041267911
421	0.0603619848
422	0.06024465799
423	0.06014595079
424	0.05997031881
425	0.0599073568
426	0.05978007488
427	0.05964879093
428	0.05960721488
429	0.05953394082
430	0.05946503084
431	0.05939328335
432	0.05932225739
433	0.05920134087
434	0.05904476184
435	0.05895340149
436	0.05887253796
437	0.05874177484
438	0.05867905349
439	0.05853475618
440	0.05841607364
441	0.05835103406
442	0.05825525862
443	0.05820737808
444	0.0581464305
445	0.05799050935
446	0.05780454481
447	0.05771213964
448	0.05765077315
449	0.0575967327
450	0.05751104149
451	0.05746218569
452	0.05737662036
453	0.05727885772
454	0.05715424271
455	0.05710860163
456	0.05707135234
457	0.05694803039
458	0.05663287458
459	0.05643351734
460	0.056260525
461	0.05600564077
462	0.0559448646
463	0.05576275873
464	0.05564040223
465	0.05561105255
466	0.05534786357
467	0.05528597961
468	0.05504648626
469	0.05494403884
470	0.05488920129
471	0.05483112043
472	0.05479111968
473	0.054701745
474	0.05455154704
475	0.05444857541
476	0.05434945759
477	0.05422923223
478	0.05418231183
479	0.05405208741
480	0.05400308028
481	0.05379169424
482	0.05368820593
483	0.05342349819
484	0.0532172783
485	0.0531653894
486	0.0530835334
487	0.05297834785
488	0.05285251799
489	0.05278958346
490	0.05260872456
491	0.05254451475
492	0.05228186785
493	0.05218082466
494	0.05207082184
495	0.05200717336
496	0.05191739225
497	0.05187841766
498	0.0518377078
499	0.05168262417
500	0.05159149566
501	0.0515361128
502	0.05134256453
503	0.05127568077
504	0.05122266504
505	0.05107760153
506	0.05103021497
507	0.05085695804
508	0.05080578266
509	0.05075580455
510	0.05068381066
511	0.05063874125
512	0.05060241489
513	0.05057400469
514	0.05049679467
515	0.05040245391
516	0.05035517408
517	0.05032171928
518	0.05028684424
519	0.05021749278
520	0.05015967893
521	0.04996609193
522	0.04984798357
523	0.04981400785
524	0.04979177404
525	0.0497035044
526	0.04965442676
527	0.04958391891
528	0.04953564412
529	0.04940807076
530	0.04937485094
531	0.04932376914
532	0.04916403868
533	0.04914330942
534	0.04898667078
535	0.0489324429
536	0.04886771759
537	0.0488451042
538	0.04866314695
539	0.04854444002
540	0.04848682975
541	0.04846003969
542	0.04840320884
543	0.04835510385
544	0.04826275545
545	0.0481873155
546	0.04815009243
547	0.0480766625
548	0.04798135392
549	0.0478330933
550	0.04776274167
551	0.0477038796
552	0.04760440745
553	0.04748043456
554	0.04735457638
555	0.04715756769
556	0.04709580765
557	0.04704002301
558	0.04694861964
559	0.04682742874
560	0.04677617577
561	0.04674649665
562	0.04663612109
563	0.04641506518
564	0.04632341083
565	0.04620153652
566	0.04611308122
567	0.04605983443
568	0.04604023182
569	0.04599247854
570	0.0459682396
571	0.04589981577
572	0.04577794506
573	0.04572914677
574	0.04554332783
575	0.04539541761
576	0.04537161631
577	0.04521210915
578	0.0451626642
579	0.04508593029
580	0.04506734622
581	0.04496768592
582	0.0449467616
583	0.04492907982
584	0.04487180034
585	0.04484940817
586	0.04482791343
587	0.04469781759
588	0.04459755918
589	0.04453160904
590	0.04445885924
591	0.04427129531
592	0.04413883041
593	0.04405488247
594	0.04385752601
595	0.04378404982
596	0.04373261809
597	0.04355385596
598	0.0435381042
599	0.04346622305
600	0.04329934808
601	0.04326407755
602	0.0432435068
603	0.04322331416
604	0.04318858983
605	0.04311023047
606	0.04298200194
607	0.04287468707
608	0.042765319
609	0.04265779456
610	0.04261645754
611	0.042552038
612	0.04252096498
613	0.04247095589
614	0.0424067022
615	0.04235001699
616	0.04218127172
617	0.04213951032
618	0.04211576911
619	0.0419524411
620	0.04190329288
621	0.04184530093
622	0.04169370917
623	0.04166925812
624	0.04163089824
625	0.04161135248
626	0.04151083342
627	0.04146720849
628	0.04134728134
629	0.04124535728
630	0.04121256508
631	0.0411065899
632	0.04107518901
633	0.04096218074
634	0.04085810822
635	0.04082811312
636	0.04079502002
637	0.04077534764
638	0.04070348102
639	0.04066488361
640	0.04064574099
641	0.04061458542
642	0.04057006691
643	0.04051426728
644	0.04048136514
645	0.04038289456
646	0.04027253572
647	0.04017604469
648	0.04015711808
649	0.04014018736
650	0.04005571818
651	0.03996593814
652	0.0399441045
653	0.03987014445
654	0.03983696718
655	0.03979677555
656	0.03968248008
657	0.03960343811
658	0.03954410775
659	0.03946675015
660	0.03943699369
661	0.03929620829
662	0.03918748085
663	0.03916923866
664	0.03915162569
665	0.03902610186
666	0.03898657209
667	0.03895490517
668	0.03892086082
669	0.03886153057
670	0.03883343899
671	0.03880250398
672	0.03872761877
673	0.03858895344
674	0.03851302978
675	0.03845588212
676	0.03839259882
677	0.03831018931
678	0.03818618023
679	0.03808934745
680	0.03807243436
681	0.03795412111
682	0.03792238173
683	0.03784488116
684	0.03779765479
685	0.03773995573
686	0.03771910598
687	0.03769207442
688	0.03756041081
689	0.03754276812
690	0.03751217802
691	0.03747497
692	0.03738140353
693	0.03732669941
694	0.03731047403
695	0.03721760734
696	0.03708195392
697	0.03698121193
698	0.03690137104
699	0.03682139916
700	0.03668763256
701	0.03664157862
702	0.0365473187
703	0.03653145927
704	0.03648234915
705	0.0364234887
706	0.03639313009
707	0.03637371052
708	0.03635849524
709	0.03626632075
710	0.03623664068
711	0.03609714269
712	0.03606194769
713	0.03603944512
714	0.03591074306
715	0.03589485337
716	0.03577315901
717	0.0357072229
718	0.03568812663
719	0.03566175982
720	0.03560419558
721	0.03554460828
722	0.03544076145
723	0.03537611038
724	0.03536071032
725	0.03531830143
726	0.0352885819
727	0.03521792579
728	0.03514628907
729	0.03501808045
730	0.03498682884
731	0.0349586903
732	0.03492477648
733	0.03490690743
734	0.03484179794
735	0.03482805673
736	0.03477621635
737	0.03470614692
738	0.03461627573
739	0.0345783449
740	0.03448076754
741	0.03441410989
742	0.03431567523
743	0.03422585838
744	0.03418322744
745	0.03414072252
746	0.03404005879
747	0.03396333404
748	0.03389810637
749	0.03385030599
750	0.03377184552
751	0.03371396399
752	0.03363226439
753	0.03356985711
754	0.03355470954
755	0.03354401252
756	0.03349625467
757	0.03345081717
758	0.0334289329
759	0.03338038432
760	0.03327838026
761	0.03324122752
762	0.03317064161
763	0.03312571616
764	0.03307544519
765	0.03302864521
766	0.03294757314
767	0.03284571821
768	0.03277196905
769	0.03275470009
770	0.03271083876
771	0.03265874513
772	0.032628129
773	0.03255184392
774	0.03246688229
775	0.03241419445
776	0.03236980133
777	0.03235965932
778	0.0322866822
779	0.03227337404
780	0.03217202473
781	0.03213905834
782	0.03205221738
783	0.03203112565
784	0.03199359035
785	0.03197787505
786	0.03193484954
787	0.03190266539
788	0.03185320436
789	0.03177070537
790	0.03170302345
791	0.03168020737
792	0.03163955237
793	0.03162326232
794	0.03161139826
795	0.03151688667
796	0.03147997221
797	0.03140992869
798	0.03139448882
799	0.03131694116
800	0.03125433913
801	0.03118875912
802	0.03114780314
803	0.03104617831
804	0.03097842313
805	0.03095930672
806	0.03091024654
807	0.03087484896
808	0.03081907711
809	0.03079317088
810	0.03071368298
811	0.03070439766
812	0.03064780346
813	0.03059119682
814	0.03054350987
815	0.03051877871
