iter	RMSE
0	7.453261865
1	7.3974082
2	7.346861927
3	7.296054211
4	7.235915115
5	7.174232897
6	7.123016755
7	7.075105568
8	7.030189125
9	6.979196391
10	6.931907647
11	6.885595446
12	6.83323024
13	6.775764272
14	6.723409632
15	6.676087915
16	6.629077939
17	6.578158065
18	6.528450197
19	6.477497494
20	6.432975542
21	6.387661304
22	6.344354498
23	6.299887444
24	6.253816697
25	6.213027769
26	6.163774936
27	6.124210798
28	6.093243462
29	6.045527912
30	6.003227595
31	5.967294163
32	5.929050825
33	5.882375384
34	5.843682051
35	5.803643573
36	5.767105523
37	5.727857811
38	5.687685586
39	5.64802547
40	5.615378829
41	5.57419568
42	5.54027659
43	5.506217886
44	5.468712607
45	5.437755027
46	5.397996047
47	5.361736385
48	5.327434453
49	5.301203213
50	5.261998003
51	5.229513135
52	5.195153516
53	5.169768679
54	5.140551677
55	5.107130043
56	5.077021341
57	5.050991907
58	5.016578209
59	4.990657761
60	4.964641601
61	4.943369305
62	4.920100604
63	4.885749014
64	4.856324063
65	4.83516946
66	4.807679261
67	4.777768402
68	4.751087928
69	4.725896425
70	4.699966981
71	4.674724477
72	4.652435279
73	4.630349435
74	4.610261799
75	4.586290032
76	4.561091748
77	4.542079864
78	4.519497127
79	4.493995818
80	4.467814781
81	4.444404674
82	4.418621018
83	4.401367461
84	4.379552479
85	4.354472103
86	4.334879564
87	4.313386679
88	4.295920792
89	4.273509445
90	4.248741998
91	4.22458396
92	4.20539983
93	4.185299714
94	4.171611608
95	4.152691507
96	4.129185198
97	4.109789275
98	4.090778322
99	4.074680433
100	4.056615946
101	4.035324586
102	4.019794021
103	4.001079301
104	3.982940978
105	3.963382599
106	3.946297783
107	3.929435148
108	3.915552179
109	3.903295914
110	3.89035927
111	3.878237807
112	3.857890454
113	3.847451196
114	3.825663716
115	3.810283969
116	3.79417179
117	3.781193937
118	3.76786884
119	3.754685325
120	3.73874943
121	3.726213898
122	3.712189487
123	3.699813691
124	3.690224881
125	3.677847499
126	3.666912424
127	3.651686349
128	3.640342204
129	3.626474558
130	3.61155537
131	3.596204496
132	3.579426763
133	3.573128048
134	3.562551732
135	3.547879932
136	3.538632019
137	3.522736568
138	3.509948087
139	3.499265106
140	3.491667926
141	3.480098244
142	3.465798297
143	3.449722565
144	3.434311804
145	3.421426663
146	3.408892153
147	3.396581858
148	3.382900017
149	3.374852241
150	3.363397949
151	3.350719445
152	3.336499537
153	3.330097678
154	3.31798602
155	3.312339309
156	3.296717287
157	3.287742649
158	3.278425858
159	3.267437395
160	3.256097753
161	3.242473427
162	3.2323558
163	3.226322323
164	3.21399916
165	3.203045691
166	3.197450486
167	3.18684302
168	3.177042861
169	3.164987867
170	3.155014827
171	3.147745039
172	3.142057696
173	3.131590316
174	3.119685137
175	3.111319231
176	3.101971939
177	3.097282144
178	3.088917514
179	3.077403089
180	3.071495752
181	3.062986597
182	3.055721456
183	3.04390559
184	3.035906475
185	3.028645932
186	3.016971586
187	3.008789179
188	3.001227282
189	2.992523129
190	2.986078158
191	2.97965772
192	2.970872652
193	2.960089712
194	2.955362726
195	2.951273027
196	2.943495436
197	2.932473048
198	2.923791029
199	2.917667877
200	2.909521492
201	2.90223595
202	2.895077597
203	2.884928426
204	2.879941927
205	2.871093572
206	2.865862531
207	2.85723154
208	2.850441995
209	2.841718406
210	2.831607732
211	2.825816219
212	2.82170142
213	2.815553638
214	2.807184731
215	2.801227473
216	2.798417112
217	2.788813216
218	2.782749855
219	2.775674718
220	2.766624712
221	2.758413817
222	2.752196697
223	2.747373903
224	2.73900478
225	2.734849942
226	2.729567066
227	2.722268735
228	2.715907752
229	2.708890728
230	2.699409991
231	2.695101394
232	2.689758234
233	2.685409611
234	2.681672247
235	2.674107106
236	2.669608559
237	2.664536353
238	2.659368134
239	2.653567749
240	2.647532152
241	2.641353105
242	2.638991672
243	2.63533094
244	2.629522982
245	2.624158532
246	2.619305217
247	2.612325404
248	2.61025997
249	2.606085787
250	2.603697537
251	2.59626945
252	2.588702157
253	2.582711293
254	2.578264396
255	2.574829178
256	2.568076174
257	2.561930403
258	2.558117293
259	2.552391812
260	2.544844738
261	2.540685536
262	2.531946266
263	2.523873565
264	2.518720065
265	2.51300921
266	2.508163421
267	2.504957923
268	2.50162986
269	2.499268535
270	2.492761316
271	2.487556805
272	2.482096258
273	2.477379291
274	2.469617834
275	2.465729572
276	2.459432328
277	2.456612575
278	2.452585881
279	2.44593866
280	2.43824105
281	2.433275505
282	2.428927421
283	2.423853367
284	2.418324162
285	2.414906547
286	2.408198699
287	2.404841853
288	2.400794806
289	2.398443506
290	2.396491522
291	2.391584815
292	2.384115076
293	2.380133674
294	2.374370241
295	2.370186808
296	2.36540916
297	2.359951806
298	2.356846804
299	2.349300392
300	2.346907698
301	2.342340311
302	2.338818261
303	2.333380762
304	2.325236189
305	2.322297825
306	2.318553636
307	2.315021537
308	2.312168541
309	2.30612089
310	2.302341082
311	2.298279049
312	2.296611867
313	2.292660782
314	2.286750777
315	2.283936453
316	2.277698817
317	2.275452723
318	2.270778639
319	2.266298763
320	2.260962686
321	2.257753439
322	2.254065134
323	2.250542296
324	2.243593194
325	2.239487308
326	2.236315164
327	2.231398113
328	2.227849717
329	2.222990334
330	2.217061377
331	2.213592116
332	2.211320273
333	2.207906747
334	2.205180692
335	2.201559338
336	2.193777869
337	2.188489651
338	2.185112019
339	2.183208877
340	2.178856829
341	2.174943418
342	2.169167946
343	2.165766513
344	2.162238867
345	2.159402021
346	2.155131385
347	2.151569235
348	2.147801062
349	2.141370179
350	2.137588457
351	2.133234988
352	2.127036748
353	2.124146422
354	2.120292781
355	2.117007185
356	2.113893879
357	2.112705898
358	2.110105343
359	2.10722831
360	2.103023207
361	2.101324283
362	2.096939876
363	2.092274067
364	2.090705691
365	2.089246377
366	2.085404763
367	2.079917937
368	2.077103829
369	2.071851567
370	2.069122665
371	2.064933328
372	2.062530304
373	2.057402412
374	2.052779695
375	2.050916965
376	2.047598416
377	2.04409102
378	2.039717873
379	2.035079483
380	2.030501813
381	2.026417906
382	2.021038074
383	2.018745852
384	2.014478188
385	2.010566261
386	2.006175079
387	2.004396457
388	2.000240877
389	1.995622016
390	1.991052676
391	1.988740578
392	1.984993362
393	1.98071358
394	1.978848835
395	1.97672242
396	1.974577897
397	1.971891241
398	1.967852777
399	1.964894406
400	1.960447063
401	1.958685085
402	1.956601635
403	1.95272547
404	1.950172332
405	1.947537736
406	1.944670507
407	1.937747257
408	1.933365594
409	1.929392364
410	1.92795254
411	1.92152724
412	1.919025953
413	1.91627315
414	1.911719022
415	1.909780183
416	1.908355001
417	1.906536552
418	1.902255824
419	1.900763801
420	1.898644795
421	1.896673108
422	1.893454482
423	1.890198575
424	1.887127388
425	1.883729749
426	1.879087474
427	1.875635277
428	1.874379365
429	1.870706718
430	1.866861504
431	1.862499344
432	1.858888373
433	1.855099933
434	1.853084088
435	1.852214019
436	1.846385535
437	1.844860541
438	1.840616163
439	1.839058757
440	1.83675269
441	1.835044843
442	1.831815568
443	1.826756909
444	1.82412663
445	1.820644375
446	1.817576349
447	1.816390037
448	1.812958836
449	1.810835825
450	1.809414814
451	1.807142465
452	1.804111185
453	1.80069961
454	1.798755537
455	1.794935845
456	1.793975764
457	1.792134306
458	1.789355501
459	1.785262297
460	1.784415868
461	1.78217911
462	1.77731506
463	1.774137889
464	1.770227822
465	1.766863789
466	1.764964286
