DIPOCE,DI_NCO,PO_HV,PO_f,BA_Code,BA_Mn,PO_Phr,BA_Phr,FS_Phr,Cata_Phr,f(H2O),M_loss,Yield,R,CHS,A_Mix_t,AB_Mix_t,Q,Cata_Code,MCS,CS_rate,CS_TD,Closed_CC,S_CS
110010000,31.5,1365.168399,2.667359667,1001,61.89080885,66.22516556,20.86092715,1.490066225,0.662251656,0.083333333,22.29580574,89.53638954,1.1,65.15679443,300,20,68.46,100000,594,0.002083333,0,91.4245,5.633802817
110010000,31.5,1362.050297,2.844504543,1001,61.62615464,66.22516556,20.86092715,1.490066225,0.662251656,0.083333333,22.29580574,89.50376721,1.1,65.03496503,300,15,48.3,100000,377,0.002083333,0,91.1238,5.617977528
110010000,31.5,1358.9202,3.022330901,1001,61.89080885,66.66666667,21,1.5,0.666666667,0.083333333,22.44444444,89.47094084,1.1,64.9122807,300,20,51.8,100000,422,0.002083333,0,91.5501,6.772009029
110010000,31.5,1326.94395,4.838958165,1001,61.13801861,68.02721088,21.42857143,1.530612245,0.680272109,0.083333333,22.90249433,89.23527844,1.1,64.02877698,300,20,24,100000,400,0.002083333,0,91.5819,6.818181818
110010000,31.5,1365.168399,2.667359667,1001,61.89080885,66.22516556,20.86092715,1.490066225,0.662251656,0.083333333,22.29580574,89.53638954,1.1,65.15679443,300,20,68.46,100000,580,0.002083333,1,90.405,6.103286385
110010000,31.5,1362.050297,2.844504543,1001,61.62615464,66.22516556,20.86092715,1.490066225,0.662251656,0.083333333,22.29580574,89.50376721,1.1,65.03496503,300,15,48.3,100000,587,0.002083333,1,90.0166,5.842696629
110010000,31.5,1358.9202,3.022330901,1001,61.89080885,66.66666667,21,1.5,0.666666667,0.083333333,22.44444444,89.47094084,1.1,64.9122807,300,20,51.8,100000,481,0.002083333,1,90.6726,6.546275395
110010000,31.5,1326.94395,4.838958165,1001,61.13801861,68.02721088,21.42857143,1.530612245,0.680272109,0.083333333,22.90249433,89.23527844,1.1,64.02877698,300,20,23.52,100000,445,0.002083333,1,90.4724,4.318181818
110100000,31.5,413.5,6.62,1001,96.56542056,66.03773585,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,60.2,736.35,20,336,100000,270,0.001666667,0,90.3872,4
110100000,31.5,405.8571429,5.966984127,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,666.25,20,336,100000,207,0.001666667,0,90.5078,4.5
110110000,31.5,402.9552716,5.547603834,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,742.8,20,336,100000,331,0.001666667,0,90.1871,7.1
110110000,31.5,405.8571429,5.966984127,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,736.35,20,336,100000,244,0.001666667,0,90.3471,4.3
110110000,31.5,405.8571429,7.734603175,1001,94.92222222,61.81818182,17.09090909,0.909090909,1.272727273,0.022,18.14141414,90.02222222,1.3,61.8,597.25,20,336,100000,191,0.001666667,0,90.5888,4.9
110101000,31.5,380.2040816,9.144217687,1001,96.56542056,71.15384615,20,0.961538462,1.346153846,0.022,21.11111111,89.02222222,1.3,58.4,605.55,20,336,100000,210,0.001666667,0,90.2691,4.2
110110000,31.5,409.7086614,6.296062992,1001,96.56542056,66.03773585,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,60.2,666.25,20,336,100000,211,0.001666667,0,90.4419,5
110110000,31.5,403.1990721,5.745275616,1001,96.56542056,67.85660377,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,724.95,20,336,100000,267,0.001666667,0,90.3481,6.6
110110000,31.5,397.9677419,5.292903226,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,724.95,20,336,100000,242,0.001666667,0,90.3781,6.5
110110000,31.5,408.28594,6.089731438,1001,96.56542056,66.03773585,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,736.35,20,336,100000,247,0.001666667,0,90.2712,4.3
110110000,31.5,399.2774276,5.179911572,1001,96.56542056,69.16153846,20,0.961538462,1.346153846,0.022,21.11111111,89.02222222,1.3,60.2,704.55,20,336,100000,258,0.001666667,0,90.239,4.5
110110000,31.5,391.9281046,4.426143791,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,763.2,20,336,100000,357,0.001666667,0,90.1404,3.8
110101000,31.5,397.5570033,7.828664495,1001,96.56542056,70.58823529,20.39215686,0.980392157,1.37254902,0.022,21.52505447,89.02222222,1.3,59.55,702,20,336,100000,393,0.001666667,0,89.9372,4.8
110101000,31.5,340.4477612,12.15820896,1001,96.56542056,74,20.8,1,1.4,0.022,21.95555556,89.02222222,1.3,59.55,690,20,336,100000,396,0.001666667,0,90.0224,3.6
110101000,31.5,340.4477612,12.15820896,1000,18,76,22.01509434,0.943396226,1.320754717,0.022,23.95555556,88.02222222,1.3,56.8,404.3,20,336,100000,419,0.001666667,0,89.9003,2.4
110000000,31.4,490,4.3,1000,18,68.99406651,1.37988133,2.069821995,1.207396164,0.111111111,3.339312819,98.07699948,1.2,59.17367519,15,15,336,100000,119.07962,0.00164042,1,92.7412,15.68329718
110010000,31.4,447.260274,5.248661424,1000,18,76.10350076,1.522070015,2.283105023,1.331811263,0.111111111,3.683409437,97.96766744,1.26,56.78478825,15,15,336,100000,247.32352,0.00164042,1,88.7221,8.439716312
110010000,31.4,393.0051813,5.377922869,1000,18,84.83922966,1.696784593,2.54517689,1.484686519,0.111111111,4.106218716,97.84524976,1.28,54.10106945,15,15,336,100000,264.1684,0.00164042,1,86.7358,7.402597403
110010000,31.4,360,5.933015306,1000,18,90.0090009,1.800180018,2.700270027,1.575157516,0.111111111,4.356435644,97.77828781,1.3,52.62908574,15,15,336,100000,261.62016,0.00164042,1,86.332,6.010638298
110000000,32.5,380,4.069128304,1000,18,34.92717684,1.746358842,1.746358842,1.32723272,0.277777778,4.268877169,96.94528449,1.1,74.11405348,30,7,63.995,101000,215.7,0.006666667,0,93.2,5.898617512
110100000,32.5,370.3490799,3.77522535,1000,18,35.97122302,1.798561151,1.798561151,1.366906475,0.277777778,4.396482814,96.88049458,1.1,73.54497354,30,7,57.74,101000,298.399,0.006666667,0,56.529,5.886830754
110100000,32.5,359.816772,4.061206599,1000,18,37.08098487,1.854049244,1.854049244,1.409077425,0.277777778,4.532120373,96.81281365,1.1,72.94957801,30,7,67.475,101000,327.774,0.006666667,0,46.422,4.588394062
110100000,32.5,348.2765573,4.120713324,1000,18,38.25993802,1.912996901,1.912996901,1.453877645,0.277777778,4.676214647,96.7422176,1.1,72.32753134,30,7,68.285,101000,331.495,0.006666667,0,51.7,4.655812625
110100000,32.5,335.5764855,4.375623769,1000,18,39.51788184,1.975894092,1.975894092,1.50167951,0.277777778,4.829963336,96.6683325,1.1,71.67540008,30,7,75.185,101000,325.093,0.006666667,0,44.27,4.796094199
110100000,32.5,321.5324459,4.377880047,1000,18,40.85968783,2.042984392,2.042984392,1.552668138,0.277777778,4.993961846,96.59111334,1.1,70.99263213,30,7,79.065,101000,351,0.006666667,0,18.1,4.592720971
110000000,32.5,450,3.686285292,1000,18,30.23431595,1.511715797,1.511715797,1.148904006,0.277777778,3.695305283,97.25065297,1.1,76.78467789,30,7,64.105,101000,318.5,0.006666667,0,95.2,7.157235518
110100000,32.5,438.1505502,3.417374465,1000,18,31.44654088,1.572327044,1.572327044,1.194968553,0.277777778,3.843466108,97.16947146,1.1,76.07655502,30,7,56.115,101000,311.302,0.006666667,0,60.23,5.700365408
110100000,32.5,424.9584364,3.717989988,1000,18,32.76110601,1.638055301,1.638055301,1.244922029,0.277777778,4.00413518,97.0832803,1.1,75.32326523,30,7,52.05,101000,304.991,0.006666667,0,59.843,5.280172414
110100000,32.5,410.1817467,4.030362501,1000,18,34.19037199,1.7095186,1.7095186,1.299234136,0.277777778,4.178823243,96.99167514,1.1,74.5209947,30,7,47.935,101000,304.113,0.006666667,0,58.5,4.681100059
110100000,32.5,393.5167411,3.982423393,1000,18,35.75003575,1.787501788,1.787501788,1.358501359,0.277777778,4.369448814,96.89412934,1.1,73.66480565,30,7,54.155,101000,314.563,0.006666667,0,42.335,4.224376731
110100000,32.5,374.5767511,3.952018606,1000,18,37.45879533,1.872939766,1.872939766,1.423434222,0.277777778,4.578297206,96.79004564,1.1,72.74907347,30,7,60.6,101000,372,0.006666667,0,9,3.832630098
110000100,31,444.1441441,3.96349908,1000,18,54.64480874,0.273224044,2.18579235,2.18579235,0.027777778,0.667880996,99.57926946,0.8,64.66431095,20,10,47,100100,201.21002,0.00164042,0,91.2174,5.825825826
110000100,31,444.1441441,3.914990046,1000,18,51.28205128,0.512820513,2.051282051,2.051282051,0.055555556,1.253561254,99.19325266,0.8,66.10169492,20,10,47,100100,188.44852,0.00164042,0,91.2754,5.633802817
110000100,31,444.1441441,3.873657296,1000,18,48.30917874,0.724637681,1.93236715,1.93236715,0.083333333,1.771336554,98.83782356,0.8,67.4267101,20,10,47,100100,184.37952,0.00164042,0,91.4294,5.399239544
110000100,31,444.1441441,3.905268317,1000,18,45.66210046,0.913242009,1.826484018,1.826484018,0.111111111,2.232369356,98.50948509,0.8,68.65203762,20,10,47,100100,178.70752,0.00164042,0,91.897,5.489361702
110000100,31,444.1441441,3.93583439,1000,18,43.29004329,1.082251082,1.731601732,1.731601732,0.138888889,2.645502646,98.20525371,0.8,69.78851964,20,10,47,100100,182.69652,0.00164042,0,91.8496,3.533653846
110000100,31,442.081448,3.890921102,1000,18,45.87155963,0.917431193,1.834862385,1.834862385,0.111111111,2.242609582,98.50492695,0.8,68.55345912,20,10,47,100100,179.30052,0.00164042,0,91.917,5.074946467
110000100,31,444.1441441,3.905268317,1000,18,45.66210046,0.913242009,1.826484018,1.826484018,0.111111111,2.232369356,98.50948509,0.8,68.65203762,20,10,47,100100,178.70752,0.00164042,0,91.897,5.489361702
110000100,31,446.1883408,3.946712552,1000,18,45.45454545,0.909090909,1.818181818,1.818181818,0.111111111,2.222222222,98.51401554,0.8,68.75,20,10,47,100100,175.50952,0.00164042,0,91.8198,5.68788501
110000100,31,448.2142857,3.944934289,1000,18,45.45454545,0.909090909,1.818181818,1.818181818,0.111111111,2.222222222,98.51401554,0.8,68.75,20,10,47,100100,175.50952,0.00164042,0,91.8146,5.663366337
110000000,31,430.9836066,3.681967213,1000,18,57.7700751,2.021952629,0.866551127,0.866551127,0.194444444,4.94255087,96.94007312,1.1,63.38337605,92.4,7.01,17.59,100000,209.3905,0.001666667,0,94.3,6.519480519
110010000,31,354.0909091,3.870909091,1000,18,71.8907261,2.228612509,1.078360891,1.078360891,0.172222222,5.447719466,96.90955229,1.1,58.17649519,109.05,9.25,33.81,100000,154.4765,0.001666667,0,94,8.316062176
110010000,31,381.3326886,3.147311412,1000,18,60.16847172,2.466907341,0.902527076,0.902527076,0.227777778,6.030217944,96.33288612,1.1,62.43425995,144.25,8.3,62.46,100000,181.74606,0.001666667,0,87.2,4.702702703
110010000,31,423.2311558,2.60798995,1000,18,59.52380952,1.964285714,0.892857143,0.892857143,0.183333333,4.801587302,97.05918095,1.1,62.68656716,164.6,7.78,61.215,100000,173.7422,0.001666667,0,93,4.493150685
110000000,31,430.9836066,3.681967213,1000,18,57.7700751,2.021952629,0.866551127,0.866551127,0.194444444,4.94255087,96.94007312,1.1,63.38337605,91.15,7.3,16.27,100000,222.65126,0.001666667,1,94.3,5.012987013
110010000,31,354.0909091,3.870909091,1000,18,71.8907261,2.228612509,1.078360891,1.078360891,0.172222222,5.447719466,96.90955229,1.1,58.17649519,107.35,8.23,21.025,100000,184.94621,0.001666667,1,94,3.678756477
110010000,31,381.3326886,3.147311412,1000,18,60.16847172,2.466907341,0.902527076,0.902527076,0.227777778,6.030217944,96.33288612,1.1,62.43425995,144,8.72,65.48,100000,182.56777,0.001666667,1,87.2,2.783783784
110010000,31,423.2311558,2.60798995,1000,18,59.52380952,1.964285714,0.892857143,0.892857143,0.183333333,4.801587302,97.05918095,1.1,62.68656716,164.5,8.08,61.215,100000,190.78652,0.001666667,1,93,4.136986301
110000010,31,450,3,1000,18,56.49717514,0.225988701,1.186440678,0.225988701,0.022222222,0.552416824,99.65800008,1.05,63.89891697,120,30,48,100000,150,0.001982647,1,96.3,19.52702703
110000010,31,450,3,1000,18,55.55555556,0.333333333,1.166666667,0.222222222,0.033333333,0.814814815,99.49267843,1.05,64.28571429,120,30,48,100000,155,0.001982122,1,96.1,15.73770492
110000010,31,450,3,1000,18,54.64480874,0.43715847,1.147540984,0.218579235,0.044444444,1.068609593,99.33097655,1.05,64.66431095,120,30,48,100000,180,0.001982516,1,95.1,12.0952381
110000010,31,450,3,1000,18,53.47593583,0.534759358,1.122994652,0.213903743,0.055555556,1.307189542,99.1755668,1.05,65.15679443,120,30,48,100000,206,0.001986683,1,94,11.55555556
110000010,31,450,3,1000,18,52.63157895,0.631578947,1.105263158,0.210526316,0.066666667,1.543859649,99.02124347,1.05,65.51724138,120,30,48,100000,253,0.001990587,1,93.1,10.98765432
110000010,31,450,3,1000,18,51.8134715,0.725388601,1.088082902,0.207253886,0.077777778,1.773172136,98.87018084,1.05,65.87030717,120,30,48,100000,254,0.001993835,1,92.8,10.38461538
110000010,31,450,3,1000,18,56.49717514,0.225988701,1.186440678,0.225988701,0.022222222,0.552416824,99.65800008,1.05,63.89891697,120,30,48,100000,117,0.001990874,0,96.3,18.10810811
110000010,31,450,3,1000,18,55.55555556,0.333333333,1.166666667,0.222222222,0.033333333,0.814814815,99.49267843,1.05,64.28571429,120,30,48,100000,120,0.001990874,0,96.1,13.68852459
110000010,31,450,3,1000,18,54.64480874,0.43715847,1.147540984,0.218579235,0.044444444,1.068609593,99.33097655,1.05,64.66431095,120,30,48,100000,137,0.001982516,0,95.1,12.66666667
110000010,31,450,3,1000,18,53.47593583,0.534759358,1.122994652,0.213903743,0.055555556,1.307189542,99.1755668,1.05,65.15679443,120,30,48,100000,151,0.00198291,0,94,12.11111111
110000010,31,450,3,1000,18,52.63157895,0.631578947,1.105263158,0.210526316,0.066666667,1.543859649,99.02124347,1.05,65.51724138,120,30,48,100000,180,0.001983172,0,93.1,9.135802469
110000010,31,450,3,1000,18,51.8134715,0.725388601,1.088082902,0.207253886,0.077777778,1.773172136,98.87018084,1.05,65.87030717,120,30,48,100000,179,0.00198642,0,92.8,8.974358974
